rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
345|143.70308391652264|903|Nerd Ape Dao #903|Green mint|Light brown|Black suit|Shy|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/903
346|143.68349662492724|16|Nerd Ape Dao #16|Red|Robot|Flower Hawaii|Round Glasses|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/16
347|143.65768189651942|547|Nerd Ape Dao #547|Green mint|Gold|Overalls|Glasses|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/547
348|143.56904913890207|930|Nerd Ape Dao #930|Blue|Gold|White fur|X|Pink beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/930
349|143.5186840465693|943|Nerd Ape Dao #943|Beige|White|Rasta hawaii|Gold|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/943
350|143.49126114742467|331|Nerd Ape Dao #331|Yellow|Black|Brown coat|Square|Apple|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/331
351|143.4619900412128|485|Nerd Ape Dao #485|Beige|Light brown|Dark blue suit|X|Rasta hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/485
352|143.34960501627168|236|Nerd Ape Dao #236|Blue|Gray|Brown vest|Gold|Adventure hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/236
353|143.22475163320163|1096|Nerd Ape Dao #1096|Green mint|Pink|Judo|Heart|Demon horns|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1096
354|143.21523792775568|1093|Nerd Ape Dao #1093|Yellow|White|Judo|Round Glasses|Pirate hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1093
355|143.13882831410268|43|Nerd Ape Dao #43|Yellow|Light brown|Pirate|Gold|Propeller cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/43
356|143.04812678813917|1091|Nerd Ape Dao #1091|Light purple|Zombie|Blue vest|Hearteye|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1091
357|143.0478673045224|969|Nerd Ape Dao #969|Pink|Gray|Blue vest|ETH|Propeller cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/969
358|143.00833940697996|532|Nerd Ape Dao #532|Yellow|Cream|Flower Hawaii|Faded|Rasta hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/532
359|142.91530639048372|181|Nerd Ape Dao #181|Green mint|Water|Goldchain|Black Nerd|Pink beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/181
360|142.91528485954524|1084|Nerd Ape Dao #1084|Yellow|Zombie|Overalls|Red Cat|Apple|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1084
361|142.8601821541566|1019|Nerd Ape Dao #1019|Blue|Gray|Overalls|ETH|Gold hair|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1019
362|142.84498610701817|341|Nerd Ape Dao #341|Green mint|White|Black jacket|ETH|Red bob|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/341
363|142.8106884166594|1267|Nerd Ape Dao #1267|Beige|Gray|Black vest|Oneeye|Gold hair|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1267
364|142.7780284620391|870|Nerd Ape Dao #870|Red|Gold|Black suit|Sleepy|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/870
365|142.71092703524835|689|Nerd Ape Dao #689|Red|Robot|Black vest|Gold|White bucket hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/689
366|142.6474788949593|172|Nerd Ape Dao #172|Pink|Cream|Tech jacket|Oval|Black beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/172
367|142.63878340183246|1092|Nerd Ape Dao #1092|Light purple|White|Black suit|ETH|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1092
368|142.6115732241829|837|Nerd Ape Dao #837|Red|Pink|Silverchain|ETH|Pirate hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/837
369|142.5896045901334|1220|Nerd Ape Dao #1220|Yellow|Water|Tech jacket|Fasion|Rose headscarf|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1220
370|142.52028536893044|1042|Nerd Ape Dao #1042|Blue|Robot|Black leather|Angry|Red bob|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1042
371|142.47419236317123|653|Nerd Ape Dao #653|Red|Lav|Stripedtee|White Round|Green beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/653
372|142.376468751731|818|Nerd Ape Dao #818|Blue|Lav|Pink fur|Fasion|Rasta hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/818
373|142.37582915077374|1291|Nerd Ape Dao #1291|Green mint|Black|Brown coat|Glasses|Black top hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1291
374|142.35705068553906|1240|Nerd Ape Dao #1240|Blue|Tiger|Tuxedo|Red|Pink beanie|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1240
375|142.3557175074935|286|Nerd Ape Dao #286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286
376|142.35073124743826|639|Nerd Ape Dao #639|Green mint|Light brown|White fur|Hearteye|Red bob|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/639
377|142.33393168964528|834|Nerd Ape Dao #834|Blue|Gray|Pink fur|Angry|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/834
378|142.32398001476744|1107|Nerd Ape Dao #1107|Light purple|Pink|Black vest|Oval|Rasta hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1107
379|142.31343519621032|832|Nerd Ape Dao #832|Blue|White|Goldchain|Demon|Black beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/832
380|142.28602032016045|176|Nerd Ape Dao #176|Red|Lav|Yellow shirt|Wide_eyes|Black top hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/176
381|142.2667861501445|137|Nerd Ape Dao #137|Red|Tiger|Rasta hawaii|Close|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/137
382|142.20375455669574|980|Nerd Ape Dao #980|Blue|Pink|Green jacket|ETH|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/980
383|142.194713206089|1041|Nerd Ape Dao #1041|Beige|Light brown|Blue vest|Red|Fastfood|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1041
384|142.18954761343153|881|Nerd Ape Dao #881|Yellow|White|Pink hoodie|Glasses|Pink beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/881
385|142.1205586925668|996|Nerd Ape Dao #996|Blue|Cream|Sheriff|Angry|Newsboy cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/996
386|142.108293982373|466|Nerd Ape Dao #466|Yellow|Robot|Pink fur|X|Pink bucket|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/466
387|142.09200227870343|708|Nerd Ape Dao #708|Pink|Gray|Yellow shirt|Hearteye|Green beret|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/708
388|142.02901590018863|770|Nerd Ape Dao #770|Light purple|Lav|Adventure|Red|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/770
389|141.98076825338686|452|Nerd Ape Dao #452|Yellow|Gray|Dark blue suit|Round Glasses|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/452
390|141.9696218595705|352|Nerd Ape Dao #352|Beige|Red|Stripedtee|Oval|Rose headscarf|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/352
391|141.93557333481093|1196|Nerd Ape Dao #1196|Blue|Red|Overalls|Hearteye|Fastfood|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196
392|141.90450466538385|1012|Nerd Ape Dao #1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012
393|141.82180450238235|184|Nerd Ape Dao #184|Green mint|Robot|Pirate|Square|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/184
394|141.76677949964377|1216|Nerd Ape Dao #1216|Yellow|Cream|Green jacket|Red|Propeller cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1216
395|141.75999069257497|1225|Nerd Ape Dao #1225|Blue|Robot|Goldchain|Eyepatch|Biker helmet|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1225
396|141.7588235095276|90|Nerd Ape Dao #90|Light purple|Water|Brown vest|Oneeye|Propeller cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/90
397|141.72822853189422|1239|Nerd Ape Dao #1239|Green mint|Tiger|Pink fur|Oval|Red bob|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1239
398|141.66606405268385|1272|Nerd Ape Dao #1272|Light purple|Light brown|Goldchain|Angry|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1272
399|141.61209081421848|1111|Nerd Ape Dao #1111|Beige|Cream|Judo|Faded|Pirate hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1111
400|141.4998539709708|46|Nerd Ape Dao #46|Green mint|Cream|Brown vest|Hearteye|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/46
401|141.39988405604757|474|Nerd Ape Dao #474|Yellow|White|Tech jacket|Square|Apple|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/474
402|141.39854873439003|107|Nerd Ape Dao #107|Blue|Tiger|Silverchain|Angry|Blue headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/107
403|141.37926457871845|11|Nerd Ape Dao #11|Pink|Light brown|Pirate|ETH|Propeller cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/11
404|141.3491585625973|1208|Nerd Ape Dao #1208|Blue|White|Brown vest|Shy|Pink bucket|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1208
405|141.2435763151459|713|Nerd Ape Dao #713|Pink|Gold|Pink hoodie|Wide_eyes|Rose headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/713
406|141.20191011632176|667|Nerd Ape Dao #667|Light purple|Pink|Tuxedo|Red|Newsboy cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/667
407|141.13667087432967|1293|Nerd Ape Dao #1293|Light purple|Red|White fur|Dizzy|Pink bucket|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1293
408|141.0234975632684|19|Nerd Ape Dao #19|Yellow|Dark brown|Pirate|Oneeye|Red bob|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/19
409|141.01638370004187|628|Nerd Ape Dao #628|Blue|Gray|Yellow shirt|Round Glasses|Blue headscarf|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/628
410|140.98920819133585|1292|Nerd Ape Dao #1292|Beige|Water|Black suit|Cyberpunk|Pink beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1292
411|140.98794354144948|1276|Nerd Ape Dao #1276|Beige|Tiger|Overalls|Hearteye|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1276
412|140.92550554647102|293|Nerd Ape Dao #293|Red|Zombie|Fastfood|Eyepatch|Newsboy cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/293
413|140.85433495959606|1236|Nerd Ape Dao #1236|Pink|Gold|Blue vest|Dizzy|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1236
414|140.83056001132928|608|Nerd Ape Dao #608|Yellow|Dark brown|Red singlet|Red Cat|Red bob|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/608
415|140.82937421510226|607|Nerd Ape Dao #607|Yellow|Cream|Tech jacket|Cyberpunk|Red bob|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/607
416|140.82221217429014|273|Nerd Ape Dao #273|Pink|Robot|Yellow shirt|Close|Apple|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/273
417|140.7974728434634|2|Nerd Ape Dao #2|Green mint|Gold|Green jacket|ETH|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/2
418|140.78334723820035|308|Nerd Ape Dao #308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308
419|140.750175070028|935|Nerd Ape Dao #935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935
420|140.70109203374864|469|Nerd Ape Dao #469|Light purple|Tiger|Purple hoodie|Angry|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/469
421|140.6178696670496|618|Nerd Ape Dao #618|Pink|Water|Yellow shirt|Fasion|Pirate hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/618
422|140.5811685876441|192|Nerd Ape Dao #192|Pink|Red|Black leather|Close|Red bob|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/192
423|140.4513707290381|356|Nerd Ape Dao #356|Red|Dark brown|Judo|Oneeye|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/356
424|140.39000013472415|1016|Nerd Ape Dao #1016|Pink|Pink|Sheriff|Heart|Blue headscarf|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1016
425|140.36595402324303|1156|Nerd Ape Dao #1156|Green mint|Pink|Black sleeveless|Shy|Pink bucket|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1156
426|140.2064424462908|35|Nerd Ape Dao #35|Pink|Robot|Fastfood|Square|Pink bucket|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/35
427|140.19215400853975|902|Nerd Ape Dao #902|Red|Water|Black hoodie|Oneeye|Rasta hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/902
428|140.1630652818774|716|Nerd Ape Dao #716|Light purple|White|Pink hoodie|Fasion|Demon horns|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/716
429|140.06609525797305|880|Nerd Ape Dao #880|Yellow|Black|Blue vest|Wide_eyes|Red bob|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/880
430|140.05311941952|744|Nerd Ape Dao #744|Pink|Dark brown|White singlet|Close|None|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/744
431|140.00867193906177|36|Nerd Ape Dao #36|Pink|Gold|Yellow shirt|Oneeye|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/36
432|140.00836247947927|830|Nerd Ape Dao #830|Blue|Water|Hawaii|Hearteye|Rasta hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/830
433|139.9573426704501|1215|Nerd Ape Dao #1215|Light purple|Robot|Brown coat|Wide_eyes|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1215
434|139.94547651742727|794|Nerd Ape Dao #794|Red|Water|Pink fur|Square|Demon horns|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/794
435|139.939539425758|1035|Nerd Ape Dao #1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035
436|139.93125343097876|491|Nerd Ape Dao #491|Yellow|Gold|White shirt ribbon|Heart|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/491
437|139.88092829112944|359|Nerd Ape Dao #359|Yellow|Robot|Purple hoodie|Gold|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/359
438|139.87228062266905|1099|Nerd Ape Dao #1099|Yellow|Black|Judo|Black Nerd|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1099
439|139.86315645786723|617|Nerd Ape Dao #617|Pink|Cream|Adventure|Red Cat|None|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/617
440|139.7953705532049|449|Nerd Ape Dao #449|Red|Water|Brown vest|Oval|Newsboy cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/449
441|139.79505804940487|1120|Nerd Ape Dao #1120|Red|Tiger|Red singlet|Round Glasses|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1120
442|139.7166037435141|843|Nerd Ape Dao #843|Pink|Robot|Flower Hawaii|Cyberpunk|Gold hair|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/843
443|139.70815717889286|215|Nerd Ape Dao #215|Blue|Pink|None|Sleepy|None|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/215
444|139.70701495594065|838|Nerd Ape Dao #838|Beige|Red|Fastfood|Heart|Biker helmet|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/838
445|139.70556162251913|1021|Nerd Ape Dao #1021|Red|Water|Rasta hawaii|Round Glasses|Rose headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1021
446|139.6650028893471|117|Nerd Ape Dao #117|Blue|Cream|Flower Hawaii|Glasses|Fastfood|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/117
447|139.65419949549704|752|Nerd Ape Dao #752|Yellow|Water|Black sleeveless|Oval|Apple|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/752
448|139.6286665592444|76|Nerd Ape Dao #76|Blue|Robot|None|Wide_eyes|None|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/76
449|139.58459815934256|1003|Nerd Ape Dao #1003|Blue|White|Tech jacket|Black Nerd|Pink bucket|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1003
450|139.57549038400103|186|Nerd Ape Dao #186|Blue|Lav|Black tee|Oneeye|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/186
451|139.5003282112523|849|Nerd Ape Dao #849|Green mint|Red|Fastfood|Glasses|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/849
452|139.47964870672092|985|Nerd Ape Dao #985|Beige|Black|Black jacket|Wide_eyes|Demon horns|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/985
453|139.46782931024708|167|Nerd Ape Dao #167|Light purple|Robot|Stripedtee|Gold|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/167
454|139.46548885511652|160|Nerd Ape Dao #160|Beige|Gold|Brown coat|Faded|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/160
455|139.4435236864882|49|Nerd Ape Dao #49|Pink|Zombie|Black hoodie|White Round|Green beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/49
456|139.43870692697158|603|Nerd Ape Dao #603|Light purple|Robot|Red singlet|Eyepatch|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/603
457|139.37231217666|810|Nerd Ape Dao #810|Blue|Lav|Black jacket|Round Glasses|Black top hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/810
458|139.28899050875634|1072|Nerd Ape Dao #1072|Yellow|Tiger|Purple hoodie|Red|Gold hair|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1072
459|139.25653689865698|1177|Nerd Ape Dao #1177|Red|Light brown|Pink fur|Gold|Cowboy hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1177
460|139.24116624764173|1150|Nerd Ape Dao #1150|Pink|Lav|Tuxedo|Round Glasses|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1150
461|139.23602784659838|512|Nerd Ape Dao #512|Yellow|Dark brown|Yellow shirt|X|Pink bucket|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/512
462|139.2307912552629|1168|Nerd Ape Dao #1168|Green mint|Red|Stripedtee|Demon|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1168
463|139.1849750400662|207|Nerd Ape Dao #207|Red|Robot|Fastfood|Round Glasses|Gold hair|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/207
464|139.06003958739012|852|Nerd Ape Dao #852|Pink|Zombie|Brown coat|Oneeye|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/852
465|139.02918439503804|96|Nerd Ape Dao #96|Blue|Gray|Tuxedo|Gold|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/96
466|139.01228292384724|1222|Nerd Ape Dao #1222|Yellow|Zombie|White fur|ETH|Fastfood|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1222
467|138.91966297811248|464|Nerd Ape Dao #464|Pink|Gray|Pirate|Heart|Apple|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/464
468|138.8581250893994|677|Nerd Ape Dao #677|Yellow|Light brown|Black hoodie|Close|Demon horns|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/677
469|138.77864375141138|254|Nerd Ape Dao #254|Pink|Red|Red singlet|Close|Rose headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/254
470|138.76745558461107|913|Nerd Ape Dao #913|Green mint|Pink|Pirate|Glasses|Cowboy hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/913
471|138.75112696077397|210|Nerd Ape Dao #210|Light purple|Zombie|Blue vest|Round Glasses|Black beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/210
472|138.75056636178493|21|Nerd Ape Dao #21|Pink|White|Sheriff|Gold|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/21
473|138.68393231864425|1242|Nerd Ape Dao #1242|Beige|Robot|Flower Hawaii|Cyberpunk|Pink bucket|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1242
474|138.67572575346776|657|Nerd Ape Dao #657|Yellow|Zombie|Stripedtee|Close|Newsboy cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/657
475|138.56920041228508|251|Nerd Ape Dao #251|Pink|Water|Brown coat|Heart|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/251
476|138.56157677152615|574|Nerd Ape Dao #574|Red|Black|Brown coat|Round Glasses|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/574
477|138.54311024485546|1158|Nerd Ape Dao #1158|Yellow|Tiger|Red singlet|Close|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1158
478|138.53193692186667|1061|Nerd Ape Dao #1061|Yellow|Red|Pirate|Cyberpunk|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1061
479|138.49172158303668|1064|Nerd Ape Dao #1064|Beige|Zombie|Stripedtee|Wide_eyes|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1064
480|138.47757252639354|1165|Nerd Ape Dao #1165|Green mint|Tiger|White shirt ribbon|Sleepy|Fastfood|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1165
