rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
30|238.82443618637458|1164|Nerd Ape Dao #1164|Light green|Tiger|Green jacket|Heart|Rasta hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1164
31|237.89327914810508|383|Nerd Ape Dao #383|Gray|Tiger|Dark blue suit|Glasses|Green beret|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/383
32|237.3027686642221|209|Nerd Ape Dao #209|Light green|Robot|Tuxedo|Demon|Green beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/209
33|236.9589998161427|725|Nerd Ape Dao #725|Blue|Lav|Flower Hawaii|Half Robot|None|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/725
34|236.92663442663445|151|Nerd Ape Dao #151|Light green|Cream|Blue vest|White Round|Staw hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/151
35|236.20288557971844|1153|Nerd Ape Dao #1153|Light green|Light brown|Pirate|Fasion|Staw hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1153
36|235.8887252221528|1249|Nerd Ape Dao #1249|Light green|Tiger|None|Oval|Red bob|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1249
37|235.69482152217938|915|Nerd Ape Dao #915|Light green|Robot|Red tee|Glasses|Propeller cap|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/915
38|234.40297464073748|1081|Nerd Ape Dao #1081|Light green|White|Pink fur|Black Nerd|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1081
39|233.39823773643843|366|Nerd Ape Dao #366|Light green|Tiger|Black hoodie|Shy|Blue cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/366
40|233.03981542220166|508|Nerd Ape Dao #508|Gray|Light brown|Stripedtee|Sleepy|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/508
41|231.1076276784546|750|Nerd Ape Dao #750|Pink|Black|Red tee|Cyberpunk|Brown camping hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/750
42|229.82511599945812|131|Nerd Ape Dao #131|Blue|Gold|Pirate|Red Beam|Gold crown|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/131
43|214.43833376007865|1244|Nerd Ape Dao #1244|Pink|White|Black turtleneck|Rainbow|Pirate hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1244
44|211.08102258102258|342|Nerd Ape Dao #342|Green mint|Lav|Black leather|Half Robot|Pirate hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/342
45|209.36327347652332|757|Nerd Ape Dao #757|Pink|Lav|Sheriff|Half Robot|Gold hair|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/757
46|209.1152626314345|44|Nerd Ape Dao #44|Red|Water|Stripedtee|Rainbow|Gold crown|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/44
47|203.7462728097403|812|Nerd Ape Dao #812|Blue|Red|Black turtleneck|Rainbow|Staw hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/812
48|202.14625104427736|495|Nerd Ape Dao #495|Green mint|Gold|Black turtleneck|Rainbow|Green beret|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/495
49|200.76544667453757|1062|Nerd Ape Dao #1062|Green mint|Black|Judo|Half Robot|Apple|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1062
50|198.7319805310012|1184|Nerd Ape Dao #1184|Yellow|White|Judo|Half Robot|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1184
51|197.08277822175708|45|Nerd Ape Dao #45|Red|Lav|Pink hoodie|Solar_beam|Staw hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/45
52|196.49181530126967|200|Nerd Ape Dao #200|Light purple|Gold|Dark blue suit|Half Robot|Newsboy cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/200
53|193.27452498652974|1273|Nerd Ape Dao #1273|Beige|Zombie|Rasta hawaii|Red Beam|Propeller cap|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1273
54|193.27104097452934|182|Nerd Ape Dao #182|Green mint|Tiger|Rasta hawaii|Red Beam|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/182
55|192.63558145023663|1090|Nerd Ape Dao #1090|Green mint|Red|Lab|Red|Newsboy cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1090
56|192.56401642403884|872|Nerd Ape Dao #872|Beige|Lav|Lab|Hearteye|Green beanie|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/872
57|192.29137430104285|292|Nerd Ape Dao #292|Red|Water|Lab|X|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/292
58|191.88279270077402|257|Nerd Ape Dao #257|Pink|Cream|Fastfood|Red Beam|Rasta hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/257
59|191.5072385752199|1235|Nerd Ape Dao #1235|Beige|Gray|Red singlet|Solar_beam|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1235
60|190.86220561920032|715|Nerd Ape Dao #715|Red|Light brown|Purple hoodie|Half Robot|Propeller cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/715
61|190.3166044195456|995|Nerd Ape Dao #995|Green mint|Cream|Flower Hawaii|Red Beam|Rose headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/995
62|188.87486896743326|97|Nerd Ape Dao #97|Beige|Zombie|Rasta hawaii|Solar_beam|Rasta hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/97
63|187.4787347155768|974|Nerd Ape Dao #974|Green mint|Water|Brown jacket|Gold|Pirate hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/974
64|187.41316126846712|1005|Nerd Ape Dao #1005|Light purple|Red|Sheriff|Solar_beam|Fastfood|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1005
65|186.82501180055|1104|Nerd Ape Dao #1104|Red|Dark brown|Dark blue suit|Half Robot|Blue cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1104
66|186.6419258440535|259|Nerd Ape Dao #259|Pink|Cream|Black vest|Half Robot|Staw hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/259
67|186.58495241846262|993|Nerd Ape Dao #993|Blue|Gold|Dark blue suit|Rainbow|Pink bucket|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/993
68|186.2447553853895|305|Nerd Ape Dao #305|Light purple|Gray|Red tee|Solar_beam|Red bob|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/305
69|185.89074232971208|537|Nerd Ape Dao #537|Beige|Water|Pirate|Solar_beam|Black beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/537
70|185.54313341925908|877|Nerd Ape Dao #877|Light purple|Cream|Pink hoodie|Half Robot|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/877
71|185.26074646888827|1241|Nerd Ape Dao #1241|Red|Dark brown|Goldchain|Red Beam|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1241
72|183.83857913997133|1015|Nerd Ape Dao #1015|Red|Tiger|Adventure|Half Robot|Pirate hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1015
73|183.64070142648384|5|Nerd Ape Dao #5|Beige|Water|Black hoodie|Red Beam|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/5
74|183.42203233468632|1077|Nerd Ape Dao #1077|Pink|Cream|Tech jacket|Rainbow|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1077
75|183.1158777856583|95|Nerd Ape Dao #95|Green mint|Tiger|Red singlet|Red Beam|Green beret|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/95
76|182.96969694108793|513|Nerd Ape Dao #513|Red|Light brown|Purple hoodie|Red Beam|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/513
77|182.7304656048421|493|Nerd Ape Dao #493|Pink|Black|Fastfood|Rainbow|Biker helmet|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/493
78|182.64610286938807|1129|Nerd Ape Dao #1129|Pink|Tiger|Brown vest|Rainbow|Pirate hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1129
79|182.07836081201822|760|Nerd Ape Dao #760|Light purple|Red|Brown vest|Solar_beam|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/760
80|180.80425138203503|853|Nerd Ape Dao #853|Blue|Dark brown|Stripedtee|Half Robot|Adventure hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/853
81|180.77689633540697|1201|Nerd Ape Dao #1201|Blue|Red|White singlet|Red Beam|Pirate hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1201
82|180.4704552113089|557|Nerd Ape Dao #557|Blue|Water|Brown jacket|Red|Rasta hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/557
83|179.92990830529138|929|Nerd Ape Dao #929|Green mint|Black|Brown coat|Solar_beam|Staw hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/929
84|179.07690919652643|1159|Nerd Ape Dao #1159|Blue|White|Pirate|Rainbow|Pink bucket|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1159
85|179.00743044870123|78|Nerd Ape Dao #78|Yellow|Zombie|Sheriff|Eyepatch|Gold crown|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/78
86|178.88119344466094|132|Nerd Ape Dao #132|Blue|Pink|White shirt ribbon|Rainbow|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/132
87|178.79084235411224|467|Nerd Ape Dao #467|Beige|Lav|Black turtleneck|Oval|Pink bucket|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/467
88|178.49176471772535|29|Nerd Ape Dao #29|Red|Gray|Tech jacket|ETH|None|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/29
89|178.3091631215563|165|Nerd Ape Dao #165|Pink|Pink|Black suit|Rainbow|Newsboy cap|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/165
90|177.895005832973|166|Nerd Ape Dao #166|Light purple|Gold|Lab|Dizzy|Biker helmet|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/166
91|177.8443580916843|1207|Nerd Ape Dao #1207|Blue|White|Black tee|Red Beam|Propeller cap|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1207
92|177.39996550779512|1202|Nerd Ape Dao #1202|Red|White|Banana hawaii|Black Nerd|Rasta hat|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1202
93|177.12590246946496|58|Nerd Ape Dao #58|Yellow|Dark brown|Dark blue suit|Rainbow|Red bob|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/58
94|176.33870646795648|520|Nerd Ape Dao #520|Yellow|Pink|Goldchain|Solar_beam|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/520
95|176.23043392440943|1167|Nerd Ape Dao #1167|Pink|Gold|Black turtleneck|Red Cat|Blue headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1167
96|176.1980214460432|424|Nerd Ape Dao #424|Green mint|Zombie|Black sleeveless|Rainbow|Rasta hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/424
97|175.91076897105174|763|Nerd Ape Dao #763|Light purple|Cream|Black vest|Rainbow|Blue headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/763
98|175.42487770912916|1200|Nerd Ape Dao #1200|Red|Zombie|Tech jacket|Eyepatch|None|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1200
99|174.95999617428188|1014|Nerd Ape Dao #1014|Blue|Cream|Brown jacket|Square|Gold crown|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1014
100|174.8601237657253|753|Nerd Ape Dao #753|Red|Light brown|Black vest|Solar_beam|Green beret|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/753
101|174.3417866998159|632|Nerd Ape Dao #632|Red|Cream|Red singlet|Solar_beam|White bucket hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/632
102|174.29983283261976|1011|Nerd Ape Dao #1011|Yellow|Cream|Flower Hawaii|Solar_beam|Green beret|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1011
103|174.07453681651276|1195|Nerd Ape Dao #1195|Red|Black|Banana hawaii|Black Nerd|Red bob|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1195
104|173.84402046940352|711|Nerd Ape Dao #711|Blue|White|Black vest|Red Beam|Adventure hat|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/711
105|173.66840102134222|401|Nerd Ape Dao #401|Blue|Red|Banana hawaii|Eyepatch|Propeller cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/401
106|173.46872218699295|212|Nerd Ape Dao #212|Yellow|Cream|Overalls|Red Beam|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/212
107|173.44724863137057|1230|Nerd Ape Dao #1230|Light purple|Robot|Lab|Close|Pink beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1230
108|172.95253674444768|885|Nerd Ape Dao #885|Pink|Pink|Black turtleneck|Demon|Staw hat|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/885
109|172.8896173606319|1071|Nerd Ape Dao #1071|Green mint|Lav|Black turtleneck|3D|Black top hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1071
110|172.7682617101395|392|Nerd Ape Dao #392|Yellow|Light brown|Purple hoodie|Solar_beam|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/392
111|172.72482682627708|919|Nerd Ape Dao #919|Pink|White|Green jacket|Half Robot|Blue cap|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/919
112|172.35739317523002|224|Nerd Ape Dao #224|Green mint|Gray|Dark blue suit|Angry|Gold crown|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/224
113|172.1980421164619|163|Nerd Ape Dao #163|Pink|Robot|Lab|Eyepatch|Staw hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/163
114|172.0616213691855|377|Nerd Ape Dao #377|Light purple|Pink|None|Half Robot|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/377
115|171.3272764311663|869|Nerd Ape Dao #869|Beige|Tiger|Banana hawaii|Dizzy|Propeller cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/869
116|170.97956804754938|1|Nerd Ape Dao #1|Pink|Gray|Black turtleneck|Glasses|Rose headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1
117|170.71471697459407|918|Nerd Ape Dao #918|Green mint|Zombie|Brown jacket|X|Propeller cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/918
118|170.60565635311482|889|Nerd Ape Dao #889|Light purple|Pink|Black turtleneck|Gold|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/889
119|169.82757913192697|533|Nerd Ape Dao #533|Blue|Water|Red singlet|3D|Gold crown|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/533
120|169.59104688784493|483|Nerd Ape Dao #483|Blue|Water|Lab|Heart|Pink beanie|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/483
121|169.21390487194736|362|Nerd Ape Dao #362|Red|Gray|Brown jacket|Glasses|Rasta hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/362
122|168.74041550577948|1204|Nerd Ape Dao #1204|Pink|Pink|Lab|Close|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1204
123|168.68866844331993|841|Nerd Ape Dao #841|Light purple|Tiger|Sheriff|Shy|Gold crown|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/841
124|168.20187087566768|54|Nerd Ape Dao #54|Green mint|Light brown|Banana hawaii|Gold|Adventure hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/54
125|167.872724323028|907|Nerd Ape Dao #907|Light purple|Tiger|Flower Hawaii|White Round|Gold crown|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/907
126|167.79937501281375|527|Nerd Ape Dao #527|Blue|White|Black turtleneck|Red Cat|Biker helmet|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/527
127|167.76255022069202|925|Nerd Ape Dao #925|Red|Dark brown|Black turtleneck|Eyepatch|Pink bucket|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/925
128|167.75791849239263|462|Nerd Ape Dao #462|Yellow|White|Hawaii|Red Beam|Newsboy cap|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/462
129|167.28612199241098|664|Nerd Ape Dao #664|Pink|White|Silverchain|Red Beam|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/664
130|167.22160539997947|258|Nerd Ape Dao #258|Beige|Light brown|Lab|Glasses|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/258
131|167.18214073325908|597|Nerd Ape Dao #597|Beige|Gold|Red singlet|Red Cat|None|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/597
132|167.14791684737042|385|Nerd Ape Dao #385|Yellow|Cream|Purple hoodie|Solar_beam|Rose headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/385
133|166.60970562198833|347|Nerd Ape Dao #347|Blue|Gold|Brown jacket|Dizzy|Red bob|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/347
134|166.3749342517671|675|Nerd Ape Dao #675|Blue|Black|Black suit|Fasion|Gold crown|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/675
135|166.30814907777807|901|Nerd Ape Dao #901|Yellow|Cream|Black turtleneck|White Round|Apple|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/901
136|166.26117363340714|1079|Nerd Ape Dao #1079|Pink|Black|Lab|Cyberpunk|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1079
