rank|score|token_id|name|background|body|clothes|eyewear|head|mouth|link
443|140.4906452941321|849|Nerd Ape Dao #849|Green mint|Red|Fastfood|Glasses|Blue cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/849
444|140.45365358887534|991|Nerd Ape Dao #991|Beige|Pink|Blue vest|Angry|Pink beanie|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/991
445|140.4129512931316|1106|Nerd Ape Dao #1106|Beige|Robot|Purple hoodie|White Round|Blue headscarf|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1106
446|140.41059010486921|464|Nerd Ape Dao #464|Pink|Gray|Pirate|Heart|Apple|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/464
447|140.33840168431303|996|Nerd Ape Dao #996|Blue|Cream|Sheriff|Angry|Newsboy cap|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/996
448|140.3080021878461|1012|Nerd Ape Dao #1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012
449|140.2699499727332|1177|Nerd Ape Dao #1177|Red|Light brown|Pink fur|Gold|Cowboy hat|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1177
450|140.26117656326383|880|Nerd Ape Dao #880|Yellow|Black|Blue vest|Wide_eyes|Red bob|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/880
451|140.20394142144156|452|Nerd Ape Dao #452|Yellow|Gray|Dark blue suit|Round Glasses|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/452
452|140.1977759115248|210|Nerd Ape Dao #210|Light purple|Zombie|Blue vest|Round Glasses|Black beanie|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/210
453|140.19123594016546|1042|Nerd Ape Dao #1042|Blue|Robot|Black leather|Angry|Red bob|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1042
454|140.1890996313899|712|Nerd Ape Dao #712|Blue|Cream|Stripedtee|Close|Gold hair|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/712
455|140.11622058989082|137|Nerd Ape Dao #137|Red|Tiger|Rasta hawaii|Close|Rasta hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/137
456|140.09878631335545|485|Nerd Ape Dao #485|Beige|Light brown|Dark blue suit|X|Rasta hat|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/485
457|140.05128301020105|1084|Nerd Ape Dao #1084|Yellow|Zombie|Overalls|Red Cat|Apple|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1084
458|140.0421972675189|286|Nerd Ape Dao #286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286
459|140.00017282040434|19|Nerd Ape Dao #19|Yellow|Dark brown|Pirate|Oneeye|Red bob|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/19
460|139.99054997612464|1035|Nerd Ape Dao #1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035
461|139.97537216671267|308|Nerd Ape Dao #308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308
462|139.96003157482446|1320|Nerd Ape Dao #1320|Beige|Gold|Overalls|Angry|Black top hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1320
463|139.9008357319598|667|Nerd Ape Dao #667|Light purple|Pink|Tuxedo|Red|Newsboy cap|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/667
464|139.8264801160602|181|Nerd Ape Dao #181|Green mint|Water|Goldchain|Black Nerd|Pink beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/181
465|139.79629741570582|1291|Nerd Ape Dao #1291|Green mint|Black|Brown coat|Glasses|Black top hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1291
466|139.72220913405525|1168|Nerd Ape Dao #1168|Green mint|Red|Stripedtee|Demon|Staw hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1168
467|139.71879863056333|808|Nerd Ape Dao #808|Yellow|Gray|Brown vest|Cyberpunk|Gold hair|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/808
468|139.66228640462046|170|Nerd Ape Dao #170|Pink|Robot|Purple hoodie|X|Propeller cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/170
469|139.6619087432009|542|Nerd Ape Dao #542|Red|Light brown|Black vest|Close|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/542
470|139.63085057813035|21|Nerd Ape Dao #21|Pink|White|Sheriff|Gold|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/21
471|139.6184775212767|1099|Nerd Ape Dao #1099|Yellow|Black|Judo|Black Nerd|Pink bucket|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1099
472|139.521372659017|994|Nerd Ape Dao #994|Red|Zombie|Brown vest|Dizzy|Black top hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/994
473|139.49863345231296|13|Nerd Ape Dao #13|Green mint|Gray|White fur|Round Glasses|Demon horns|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/13
474|139.38992994786844|1138|Nerd Ape Dao #1138|Pink|Pink|White fur|ETH|Biker helmet|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1138
475|139.34836408593193|127|Nerd Ape Dao #127|Light purple|Black|Adventure|Wide_eyes|None|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/127
476|139.33687152253844|1120|Nerd Ape Dao #1120|Red|Tiger|Red singlet|Round Glasses|Black beanie|Gum|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1120
477|139.32616523162946|1311|Nerd Ape Dao #1311|Light purple|Gold|Black sleeveless|Hearteye|Rose headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1311
478|139.3036177091373|1196|Nerd Ape Dao #1196|Blue|Red|Overalls|Hearteye|Fastfood|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196
479|139.29647898487102|838|Nerd Ape Dao #838|Beige|Red|Fastfood|Heart|Biker helmet|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/838
480|139.2703256199244|810|Nerd Ape Dao #810|Blue|Lav|Black jacket|Round Glasses|Black top hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/810
481|139.26434394564612|1334|Nerd Ape Dao #1334|Green mint|Pink|Pink hoodie|Close|Apple|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1334
482|139.2403866378853|1277|Nerd Ape Dao #1277|Red|Zombie|Black hoodie|Dizzy|Demon horns|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1277
483|139.22791416893847|950|Nerd Ape Dao #950|Yellow|Red|Brown vest|Sleepy|Pink bucket|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/950
484|139.21201438438067|417|Nerd Ape Dao #417|Blue|Robot|Sheriff|Red Cat|Cowboy hat|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/417
485|139.1927874999175|129|Nerd Ape Dao #129|Yellow|Gold|Pirate|Cyberpunk|Rose headscarf|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/129
486|139.10530876793166|1272|Nerd Ape Dao #1272|Light purple|Light brown|Goldchain|Angry|Cowboy hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1272
487|139.08979317457022|608|Nerd Ape Dao #608|Yellow|Dark brown|Red singlet|Red Cat|Red bob|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/608
488|139.04016731713992|1323|Nerd Ape Dao #1323|Blue|Lav|Black tee|3D|Blue headscarf|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1323
489|139.02164043920828|516|Nerd Ape Dao #516|Light purple|White|Sheriff|Oval|Fastfood|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/516
490|138.98875515184235|547|Nerd Ape Dao #547|Green mint|Gold|Overalls|Glasses|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/547
491|138.97403202312844|1319|Nerd Ape Dao #1319|Yellow|Water|Silverchain|X|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1319
492|138.95766657794545|943|Nerd Ape Dao #943|Beige|White|Rasta hawaii|Gold|Green beanie|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/943
493|138.884407986091|326|Nerd Ape Dao #326|Yellow|Robot|Stripedtee|Eyepatch|Staw hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/326
494|138.84315815357922|1238|Nerd Ape Dao #1238|Green mint|Tiger|Black jacket|Round Glasses|Pirate hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1238
495|138.82682546060198|318|Nerd Ape Dao #318|Beige|Robot|Pink hoodie|Faded|Black beanie|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/318
496|138.82289498644855|856|Nerd Ape Dao #856|Light purple|Black|Stripedtee|Hearteye|Cowboy hat|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/856
497|138.79712989891368|792|Nerd Ape Dao #792|Red|Gold|Black vest|Fasion|Demon horns|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/792
498|138.78588513760505|1156|Nerd Ape Dao #1156|Green mint|Pink|Black sleeveless|Shy|Pink bucket|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1156
499|138.75092168773546|337|Nerd Ape Dao #337|Yellow|Black|None|Sleepy|None|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/337
500|138.74434690044984|1197|Nerd Ape Dao #1197|Light purple|Light brown|Stripedtee|Close|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1197
501|138.72554305964897|373|Nerd Ape Dao #373|Red|Lav|Brown vest|Cyberpunk|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/373
502|138.6354325395987|813|Nerd Ape Dao #813|Green mint|Cream|Flower Hawaii|Dizzy|Green beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/813
503|138.59422076076808|831|Nerd Ape Dao #831|Yellow|Black|Tuxedo|Cyberpunk|None|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/831
504|138.59411495377657|820|Nerd Ape Dao #820|Red|Lav|Green jacket|Glasses|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/820
505|138.59408125278756|935|Nerd Ape Dao #935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935
506|138.563848795019|1100|Nerd Ape Dao #1100|Red|Tiger|Flower Hawaii|Close|Adventure hat|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1100
507|138.50750583653613|1258|Nerd Ape Dao #1258|Blue|Gold|Flower Hawaii|Cyberpunk|Cowboy hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1258
508|138.4679507298892|322|Nerd Ape Dao #322|Yellow|White|Fastfood|Oval|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/322
509|138.4572212161866|603|Nerd Ape Dao #603|Light purple|Robot|Red singlet|Eyepatch|Gold hair|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/603
510|138.39963120302718|267|Nerd Ape Dao #267|Light purple|Black|Flower Hawaii|Close|Black beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/267
511|138.3619696803209|1209|Nerd Ape Dao #1209|Pink|Robot|Yellow shirt|Wide_eyes|Green beanie|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1209
512|138.33674767555448|1021|Nerd Ape Dao #1021|Red|Water|Rasta hawaii|Round Glasses|Rose headscarf|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1021
513|138.31022637824597|1125|Nerd Ape Dao #1125|Blue|Red|Rasta hawaii|Dizzy|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1125
514|138.3072376178141|472|Nerd Ape Dao #472|Yellow|Gray|White fur|Gold|Blue cap|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/472
515|138.28017550238226|164|Nerd Ape Dao #164|Blue|Black|Yellow shirt|Square|Rasta hat|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/164
516|138.2244232483348|696|Nerd Ape Dao #696|Blue|Water|Blue vest|ETH|Blue cap|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/696
517|138.19531197144545|307|Nerd Ape Dao #307|Red|Dark brown|Green jacket|Close|Blue headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/307
518|138.19329292130814|1150|Nerd Ape Dao #1150|Pink|Lav|Tuxedo|Round Glasses|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1150
519|138.18216262023404|988|Nerd Ape Dao #988|Pink|Tiger|Brown vest|Round Glasses|Fastfood|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/988
520|138.1669800842741|421|Nerd Ape Dao #421|Red|Gold|White fur|Faded|Biker helmet|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/421
521|138.14306465317046|870|Nerd Ape Dao #870|Red|Gold|Black suit|Sleepy|Pink beanie|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/870
522|138.13518098156476|160|Nerd Ape Dao #160|Beige|Gold|Brown coat|Faded|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/160
523|138.11940398906304|96|Nerd Ape Dao #96|Blue|Gray|Tuxedo|Gold|Demon horns|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/96
524|138.1119200114085|902|Nerd Ape Dao #902|Red|Water|Black hoodie|Oneeye|Rasta hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/902
525|138.10689278279946|558|Nerd Ape Dao #558|Light purple|White|Sheriff|3D|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/558
526|138.02109190006334|1158|Nerd Ape Dao #1158|Yellow|Tiger|Red singlet|Close|Fastfood|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1158
527|137.99832086761407|989|Nerd Ape Dao #989|Blue|Gray|Pirate|3D|White bucket hat|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/989
528|137.9704921651512|186|Nerd Ape Dao #186|Blue|Lav|Black tee|Oneeye|Pink bucket|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/186
529|137.94919979622293|120|Nerd Ape Dao #120|Pink|Gray|Sheriff|Round Glasses|Blue cap|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/120
530|137.92855502172705|752|Nerd Ape Dao #752|Yellow|Water|Black sleeveless|Oval|Apple|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/752
531|137.87723874010436|1215|Nerd Ape Dao #1215|Light purple|Robot|Brown coat|Wide_eyes|Black top hat|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1215
532|137.87237046994807|491|Nerd Ape Dao #491|Yellow|Gold|White shirt ribbon|Heart|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/491
533|137.8717931330746|1130|Nerd Ape Dao #1130|Pink|Gray|Black hoodie|Gold|Green beret|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1130
534|137.8300978454255|830|Nerd Ape Dao #830|Blue|Water|Hawaii|Hearteye|Rasta hat|Candy|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/830
535|137.77802931044099|290|Nerd Ape Dao #290|Beige|Tiger|Flower Hawaii|Cyberpunk|Gold hair|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/290
536|137.77611920828213|1132|Nerd Ape Dao #1132|Beige|White|Blue vest|Red Cat|Rose headscarf|Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1132
537|137.76536688484344|524|Nerd Ape Dao #524|Red|Pink|White singlet|Red|Demon horns|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/524
538|137.73485502526142|469|Nerd Ape Dao #469|Light purple|Tiger|Purple hoodie|Angry|Biker helmet|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/469
539|137.690501577357|345|Nerd Ape Dao #345|Red|Black|Purple hoodie|White Round|Demon horns|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/345
540|137.65845266646926|920|Nerd Ape Dao #920|Blue|Cream|Tech jacket|Oneeye|Gold hair|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/920
541|137.65507047177258|1140|Nerd Ape Dao #1140|Yellow|Dark brown|Tech jacket|Oneeye|Propeller cap|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1140
542|137.65010792534324|1276|Nerd Ape Dao #1276|Beige|Tiger|Overalls|Hearteye|Apple|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1276
543|137.63380875874125|904|Nerd Ape Dao #904|Light purple|Zombie|Yellow shirt|Dizzy|Black beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/904
544|137.62624852456565|964|Nerd Ape Dao #964|Pink|Robot|Flower Hawaii|Oneeye|Blue cap|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/964
545|137.60590220778127|529|Nerd Ape Dao #529|Blue|Robot|Red tee|Gold|Apple|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/529
546|137.5676149146912|260|Nerd Ape Dao #260|Green mint|Light brown|Pirate|Shy|Biker helmet|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/260
547|137.52830072087625|188|Nerd Ape Dao #188|Pink|Light brown|Purple hoodie|Gold|Fastfood|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/188
548|137.499261557146|196|Nerd Ape Dao #196|Blue|Light brown|Goldchain|Faded|Demon horns|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/196
549|137.486366260871|1033|Nerd Ape Dao #1033|Red|Robot|Pink fur|ETH|Staw hat|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1033
550|137.4703527222659|941|Nerd Ape Dao #941|Yellow|Pink|Tech jacket|Glasses|Adventure hat|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/941
551|137.440308259493|387|Nerd Ape Dao #387|Light purple|Robot|Purple hoodie|Gold|Black beanie|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/387
552|137.43039013391706|358|Nerd Ape Dao #358|Blue|White|Pink fur|Oval|Propeller cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/358
553|137.32846646530857|356|Nerd Ape Dao #356|Red|Dark brown|Judo|Oneeye|Rasta hat|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/356
554|137.31416122507514|1173|Nerd Ape Dao #1173|Red|Cream|Sheriff|X|Green beret|420|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1173
555|137.28335571845017|36|Nerd Ape Dao #36|Pink|Gold|Yellow shirt|Oneeye|Pink beanie|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/36
556|137.27355055825075|407|Nerd Ape Dao #407|Green mint|Red|Flower Hawaii|Heart|Green beret|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/407
557|137.23870019857108|952|Nerd Ape Dao #952|Blue|Pink|White fur|Wide_eyes|Blue headscarf|Open|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/952
558|137.2157003404464|107|Nerd Ape Dao #107|Blue|Tiger|Silverchain|Angry|Blue headscarf|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/107
559|137.16496943570382|251|Nerd Ape Dao #251|Pink|Water|Brown coat|Heart|Cowboy hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/251
560|137.15732206782727|279|Nerd Ape Dao #279|Pink|Light brown|Goldchain|ETH|Newsboy cap|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/279
561|137.07630656052098|1187|Nerd Ape Dao #1187|Green mint|Lav|Black hoodie|Red Cat|Green beret|Burger|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1187
562|137.05518440943385|509|Nerd Ape Dao #509|Beige|Gold|Black leather|Black Nerd|Blue headscarf|Tongue_out|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/509
563|137.03259694721123|574|Nerd Ape Dao #574|Red|Black|Brown coat|Round Glasses|Black beanie|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/574
564|136.9922708792753|1292|Nerd Ape Dao #1292|Beige|Water|Black suit|Cyberpunk|Pink beanie|Cigar|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1292
565|136.98007096626066|503|Nerd Ape Dao #503|Red|Dark brown|Black suit|White Round|Blue headscarf|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/503
566|136.97677795170796|789|Nerd Ape Dao #789|Green mint|Zombie|Brown vest|White Round|Blue cap|Close|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/789
567|136.93351900488966|1165|Nerd Ape Dao #1165|Green mint|Tiger|White shirt ribbon|Sleepy|Fastfood|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1165
568|136.89799951537495|606|Nerd Ape Dao #606|Yellow|Tiger|Fastfood|White Round|Green beanie|Smile|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/606
569|136.88655746851586|927|Nerd Ape Dao #927|Yellow|Light brown|Black hoodie|Eyepatch|Demon horns|Cigarette|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/927
570|136.8157168741669|254|Nerd Ape Dao #254|Pink|Red|Red singlet|Close|Rose headscarf|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/254
571|136.7258856814008|536|Nerd Ape Dao #536|Beige|Water|Stripedtee|Faded|White bucket hat|Sneaky|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/536
572|136.71184298198722|634|Nerd Ape Dao #634|Green mint|Tiger|Flower Hawaii|Faded|Black beanie|Grin|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/634
573|136.70561773585285|1013|Nerd Ape Dao #1013|Pink|Dark brown|Black jacket|ETH|Apple|Pipe|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1013
574|136.6414170614287|25|Nerd Ape Dao #25|Beige|Pink|Black vest|Wide_eyes|Blue cap|Gold Grillz|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/25
575|136.6329233248606|340|Nerd Ape Dao #340|Green mint|Gray|Purple hoodie|X|Gold hair|Mouchet|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/340
