rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
28|🔵|Nerd Ape Dao #366|243.8577340844407|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/366|Light green|Tiger|Black hoodie|Shy|Blue cap|Sneaky
29|🔵|Nerd Ape Dao #1249|243.33812624130343|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1249|Light green|Tiger|None|Oval|Red bob|Mouchet
30|🔵|Nerd Ape Dao #1153|242.10313472968454|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1153|Light green|Light brown|Pirate|Fasion|Staw hat|420
31|🔵|Nerd Ape Dao #619|241.96768881215874|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/619|Beige|Gray|White singlet|ETH|Brown camping hat|Smile
32|🔵|Nerd Ape Dao #209|241.8810315162312|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/209|Light green|Robot|Tuxedo|Demon|Green beanie|Smile
33|🔵|Nerd Ape Dao #1112|241.22973178390305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1112|Red|Pink|Rasta hawaii|Oneeye|Brown camping hat|Smile
34|🟢+1|Nerd Ape Dao #283|238.29595592976068|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/283|Gray|Pink|Black hoodie|Black Nerd|Rose headscarf|Candy
35|🟢+1|Nerd Ape Dao #577|238.1542944553965|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/577|Green mint|Black|Adventure|Red|Brown camping hat|Tongue_out
36|🟢+1|Nerd Ape Dao #1134|237.76829716560957|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1134|Beige|Lav|Lab|Half Robot|Rasta hat|Burger
37|🔴-3|Nerd Ape Dao #431|237.7319579465252|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/431|Gray|Cream|White fur|Heart|Blue headscarf|Gum
38|🔵|Nerd Ape Dao #175|234.9245300913158|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/175|Blue|Light brown|White fur|Black Nerd|Brown camping hat|Smile
39|🔵|Nerd Ape Dao #131|234.5303215306181|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/131|Blue|Gold|Pirate|Red Beam|Gold crown|Gold Grillz
40|🔵|Nerd Ape Dao #61|233.98674954125414|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/61|Blue|Dark brown|Red tee|Demon|Brown camping hat|Candy
41|🔵|Nerd Ape Dao #725|233.27479525143391|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/725|Blue|Lav|Flower Hawaii|Half Robot|None|Mouchet
42|🔵|Nerd Ape Dao #383|232.59374062450388|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/383|Gray|Tiger|Dark blue suit|Glasses|Green beret|Grin
43|🔵|Nerd Ape Dao #508|231.56176314882464|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/508|Gray|Light brown|Stripedtee|Sleepy|Staw hat|Mouchet
44|🔵|Nerd Ape Dao #750|226.1081476592566|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/750|Pink|Black|Red tee|Cyberpunk|Brown camping hat|Open
45|🔵|Nerd Ape Dao #44|215.00579013473862|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/44|Red|Water|Stripedtee|Rainbow|Gold crown|Tongue_out
46|🔵|Nerd Ape Dao #1244|210.8356361035986|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1244|Pink|White|Black turtleneck|Rainbow|Pirate hat|Grillz
47|🔵|Nerd Ape Dao #757|206.0213238487587|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/757|Pink|Lav|Sheriff|Half Robot|Gold hair|Open
48|🔵|Nerd Ape Dao #342|205.93685636925233|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/342|Green mint|Lav|Black leather|Half Robot|Pirate hat|Grillz
49|🔵|Nerd Ape Dao #812|201.25805313319788|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/812|Blue|Red|Black turtleneck|Rainbow|Staw hat|Sneaky
50|🔵|Nerd Ape Dao #495|200.35142360898897|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/495|Green mint|Gold|Black turtleneck|Rainbow|Green beret|Candy
51|🔵|Nerd Ape Dao #1273|198.55747646152165|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1273|Beige|Zombie|Rasta hawaii|Red Beam|Propeller cap|Cigarette
52|🔵|Nerd Ape Dao #995|198.08789900902568|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/995|Green mint|Cream|Flower Hawaii|Red Beam|Rose headscarf|Sneaky
53|🔵|Nerd Ape Dao #257|196.1359414726434|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/257|Pink|Cream|Fastfood|Red Beam|Rasta hat|Grin
54|🔵|Nerd Ape Dao #182|195.7795575803842|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/182|Green mint|Tiger|Rasta hawaii|Red Beam|Apple|Cigarette
55|🔵|Nerd Ape Dao #1184|195.51142999189338|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1184|Yellow|White|Judo|Half Robot|Blue headscarf|Mouchet
56|🔵|Nerd Ape Dao #1062|195.3121647320678|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1062|Green mint|Black|Judo|Half Robot|Apple|420
57|🔵|Nerd Ape Dao #1333|190.95599921967988|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1333|Green mint|Gray|Red singlet|Half Robot|Pink beanie|Candy
58|🔵|Nerd Ape Dao #45|190.93608320027832|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/45|Red|Lav|Pink hoodie|Solar_beam|Staw hat|Grillz
59|🔵|Nerd Ape Dao #5|190.85211439482293|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/5|Beige|Water|Black hoodie|Red Beam|White bucket hat|Sneaky
60|🔵|Nerd Ape Dao #993|190.330830402823|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/993|Blue|Gold|Dark blue suit|Rainbow|Pink bucket|Gum
61|🔵|Nerd Ape Dao #1129|189.7749869785187|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1129|Pink|Tiger|Brown vest|Rainbow|Pirate hat|Mouchet
62|🔵|Nerd Ape Dao #1077|189.07691104633608|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1077|Pink|Cream|Tech jacket|Rainbow|Pink bucket|Close
63|🔵|Nerd Ape Dao #95|188.6641416558785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/95|Green mint|Tiger|Red singlet|Red Beam|Green beret|Pipe
64|🔵|Nerd Ape Dao #715|188.4929309202092|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/715|Red|Light brown|Purple hoodie|Half Robot|Propeller cap|Grillz
65|🔵|Nerd Ape Dao #200|188.12683718938902|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/200|Light purple|Gold|Dark blue suit|Half Robot|Newsboy cap|Cigarette
66|🔵|Nerd Ape Dao #1090|187.62104289392838|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1090|Green mint|Red|Lab|Red|Newsboy cap|Grillz
67|🔵|Nerd Ape Dao #513|187.39731877291126|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/513|Red|Light brown|Purple hoodie|Red Beam|Biker helmet|Open
68|🔵|Nerd Ape Dao #1241|187.26657381620535|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1241|Red|Dark brown|Goldchain|Red Beam|Pink beanie|Candy
69|🔵|Nerd Ape Dao #1201|185.88778515465415|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1201|Blue|Red|White singlet|Red Beam|Pirate hat|Cigar
70|🔵|Nerd Ape Dao #78|185.45698067833536|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/78|Yellow|Zombie|Sheriff|Eyepatch|Gold crown|Gold Grillz
71|🔵|Nerd Ape Dao #493|184.9827625762965|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/493|Pink|Black|Fastfood|Rainbow|Biker helmet|Open
72|🔵|Nerd Ape Dao #872|184.72427231989892|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/872|Beige|Lav|Lab|Hearteye|Green beanie|Open
73|🔵|Nerd Ape Dao #1005|184.29303172167312|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1005|Light purple|Red|Sheriff|Solar_beam|Fastfood|420
74|🔵|Nerd Ape Dao #974|183.98684220804785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/974|Green mint|Water|Brown jacket|Gold|Pirate hat|Gold Grillz
75|🟢+1|Nerd Ape Dao #292|183.84055728418764|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/292|Red|Water|Lab|X|Biker helmet|Burger
76|🔴-1|Nerd Ape Dao #259|183.72226070868646|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/259|Pink|Cream|Black vest|Half Robot|Staw hat|Cigarette
77|🔵|Nerd Ape Dao #763|183.49262634096615|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/763|Light purple|Cream|Black vest|Rainbow|Blue headscarf|Sneaky
78|🔵|Nerd Ape Dao #1235|183.2106965379687|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1235|Beige|Gray|Red singlet|Solar_beam|Rasta hat|420
79|🔵|Nerd Ape Dao #1207|183.05436032764058|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1207|Blue|White|Black tee|Red Beam|Propeller cap|Gum
80|🔵|Nerd Ape Dao #711|182.58063993039076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/711|Blue|White|Black vest|Red Beam|Adventure hat|Pipe
81|🔵|Nerd Ape Dao #1159|181.87223321936355|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1159|Blue|White|Pirate|Rainbow|Pink bucket|Close
82|🔵|Nerd Ape Dao #877|180.76922367065328|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/877|Light purple|Cream|Pink hoodie|Half Robot|Green beret|Burger
83|🔵|Nerd Ape Dao #305|180.48740443457993|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/305|Light purple|Gray|Red tee|Solar_beam|Red bob|Gold Grillz
84|🔵|Nerd Ape Dao #97|180.36283993221113|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/97|Beige|Zombie|Rasta hawaii|Solar_beam|Rasta hat|Sneaky
85|🔵|Nerd Ape Dao #1104|180.19732250735254|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1104|Red|Dark brown|Dark blue suit|Half Robot|Blue cap|Gold Grillz
86|🔵|Nerd Ape Dao #29|180.02598642237157|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/29|Red|Gray|Tech jacket|ETH|None|Pipe
87|🔵|Nerd Ape Dao #165|179.13071020289405|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/165|Pink|Pink|Black suit|Rainbow|Newsboy cap|Mouchet
88|🔵|Nerd Ape Dao #58|178.80003777826917|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/58|Yellow|Dark brown|Dark blue suit|Rainbow|Red bob|Pipe
89|🔵|Nerd Ape Dao #424|178.76210326794305|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/424|Green mint|Zombie|Black sleeveless|Rainbow|Rasta hat|Grin
90|🔵|Nerd Ape Dao #557|178.27302894925498|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/557|Blue|Water|Brown jacket|Red|Rasta hat|Candy
91|🟢+1|Nerd Ape Dao #853|177.48087962457708|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/853|Blue|Dark brown|Stripedtee|Half Robot|Adventure hat|Candy
92|🔴-1|Nerd Ape Dao #1015|177.38533269089112|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1015|Red|Tiger|Adventure|Half Robot|Pirate hat|Cigarette
93|🔵|Nerd Ape Dao #1200|177.37497262578032|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1200|Red|Zombie|Tech jacket|Eyepatch|None|Sneaky
94|🔵|Nerd Ape Dao #760|176.72685694990236|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/760|Light purple|Red|Brown vest|Solar_beam|Black beanie|Cigar
95|🔵|Nerd Ape Dao #212|176.519206280073|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/212|Yellow|Cream|Overalls|Red Beam|Adventure hat|420
96|🔵|Nerd Ape Dao #537|176.2542181314465|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/537|Beige|Water|Pirate|Solar_beam|Black beanie|Cigarette
97|🔵|Nerd Ape Dao #132|176.25154816455722|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/132|Blue|Pink|White shirt ribbon|Rainbow|Green beret|Burger
98|🔵|Nerd Ape Dao #1339|176.16765183001274|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1339|Red|Pink|Brown coat|Solar_beam|Cowboy hat|Tongue_out
99|🔵|Nerd Ape Dao #929|173.26065527210213|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/929|Green mint|Black|Brown coat|Solar_beam|Staw hat|Pipe
100|🔵|Nerd Ape Dao #656|173.11591316268084|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/656|Pink|Dark brown|Red tee|Red Beam|Adventure hat|Gum
101|🔵|Nerd Ape Dao #907|173.08196031430228|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/907|Light purple|Tiger|Flower Hawaii|White Round|Gold crown|Candy
102|🔵|Nerd Ape Dao #1014|172.8952922077922|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1014|Blue|Cream|Brown jacket|Square|Gold crown|Cigar
103|🔵|Nerd Ape Dao #467|172.8095922449704|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/467|Beige|Lav|Black turtleneck|Oval|Pink bucket|Open
104|🔵|Nerd Ape Dao #841|172.54624654187592|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/841|Light purple|Tiger|Sheriff|Shy|Gold crown|Cigarette
105|🔵|Nerd Ape Dao #1343|172.44794345204232|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1343|Yellow|Pink|Adventure|Half Robot|White bucket hat|Grillz
106|🔵|Nerd Ape Dao #166|172.31621758225958|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/166|Light purple|Gold|Lab|Dizzy|Biker helmet|Smile
107|🔵|Nerd Ape Dao #462|172.14339366091522|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/462|Yellow|White|Hawaii|Red Beam|Newsboy cap|Sneaky
108|🔵|Nerd Ape Dao #753|171.86142979410286|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/753|Red|Light brown|Black vest|Solar_beam|Green beret|Gold Grillz
109|🔵|Nerd Ape Dao #1305|170.58448182280844|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1305|Green mint|Tiger|Blue vest|X|Gold crown|Cigarette
110|🔵|Nerd Ape Dao #1011|170.52115960767867|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1011|Yellow|Cream|Flower Hawaii|Solar_beam|Green beret|Cigar
111|🔵|Nerd Ape Dao #919|170.50675126324876|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/919|Pink|White|Green jacket|Half Robot|Blue cap|Smile
112|🔵|Nerd Ape Dao #664|170.122505028523|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/664|Pink|White|Silverchain|Red Beam|Blue cap|Burger
113|🔵|Nerd Ape Dao #476|169.9420751633987|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/476|Yellow|Dark brown|Hawaii|Red Beam|White bucket hat|Cigar
114|🔵|Nerd Ape Dao #392|169.86546724822838|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/392|Yellow|Light brown|Purple hoodie|Solar_beam|Pink bucket|420
115|🔵|Nerd Ape Dao #163|169.7144612436467|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/163|Pink|Robot|Lab|Eyepatch|Staw hat|420
116|🔵|Nerd Ape Dao #918|169.58210347869232|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/918|Green mint|Zombie|Brown jacket|X|Propeller cap|Burger
117|🔵|Nerd Ape Dao #1167|169.47225512706433|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1167|Pink|Gold|Black turtleneck|Red Cat|Blue headscarf|Close
118|🔵|Nerd Ape Dao #438|169.31720918444924|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/438|Beige|Dark brown|Rasta hawaii|Rainbow|Staw hat|Smile
119|🔵|Nerd Ape Dao #1353|169.07099072848388|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1353|Pink|Water|Silverchain|Solar_beam|Apple|Burger
120|🔵|Nerd Ape Dao #1326|168.4861620317815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1326|Beige|Lav|Banana hawaii|Fasion|Pirate hat|Smile
121|🔵|Nerd Ape Dao #533|168.19020066642668|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/533|Blue|Water|Red singlet|3D|Gold crown|Candy
122|🔵|Nerd Ape Dao #1230|168.1410557271565|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1230|Light purple|Robot|Lab|Close|Pink beanie|Tongue_out
123|🔵|Nerd Ape Dao #520|168.1345008633744|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/520|Yellow|Pink|Goldchain|Solar_beam|Cowboy hat|Smile
124|🟢+1|Nerd Ape Dao #1202|167.87095580458157|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1202|Red|White|Banana hawaii|Black Nerd|Rasta hat|Grillz
125|🔴-1|Nerd Ape Dao #401|167.80978798926978|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/401|Blue|Red|Banana hawaii|Eyepatch|Propeller cap|Close
126|🔵|Nerd Ape Dao #869|167.06538197236284|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/869|Beige|Tiger|Banana hawaii|Dizzy|Propeller cap|Gold Grillz
127|🔵|Nerd Ape Dao #632|166.82267698530188|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/632|Red|Cream|Red singlet|Solar_beam|White bucket hat|Close
128|🔵|Nerd Ape Dao #377|166.7467853564565|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/377|Light purple|Pink|None|Half Robot|Cowboy hat|Smile
129|🔵|Nerd Ape Dao #749|166.47574389404883|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/749|Yellow|Zombie|Tuxedo|Rainbow|White bucket hat|Smile
130|🔵|Nerd Ape Dao #885|166.43461046595274|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/885|Pink|Pink|Black turtleneck|Demon|Staw hat|Gold Grillz
131|🟢+1|Nerd Ape Dao #362|165.7271122940035|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/362|Red|Gray|Brown jacket|Glasses|Rasta hat|Tongue_out
132|🟢+3|Nerd Ape Dao #157|165.4137077904157|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/157|Beige|Gold|Red tee|Red|Gold crown|Grin
133|🔴-2|Nerd Ape Dao #224|165.386174048232|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/224|Green mint|Gray|Dark blue suit|Angry|Gold crown|Candy
