rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
329|🔵|Nerd Ape Dao #57|145.59811665100054|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/57|Green mint|Tiger|Adventure|Black Nerd|Gold crown|Burger
330|🟢+3|Nerd Ape Dao #628|145.50658234740672|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/628|Blue|Gray|Yellow shirt|Round Glasses|Blue headscarf|Grin
331|🔴-5|Nerd Ape Dao #817|145.49758344691693|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/817|Red|Lav|Brown vest|Oneeye|Green beanie|Mouchet
332|🔴-12|Nerd Ape Dao #386|145.4593243938195|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/386|Yellow|Pink|Yellow shirt|Eyepatch|Demon horns|Sneaky
333|🟢+2|Nerd Ape Dao #931|145.45409857931517|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/931|Red|Lav|Black vest|Sleepy|Apple|Sneaky
334|🟢+4|Nerd Ape Dao #335|145.3765230398794|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/335|Yellow|Light brown|Black turtleneck|Sleepy|White bucket hat|Close
335|🟢+7|Nerd Ape Dao #978|145.35446536410026|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/978|Beige|Dark brown|None|X|None|Pipe
336|🟢+4|Nerd Ape Dao #1091|145.35087790727087|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1091|Light purple|Zombie|Blue vest|Hearteye|Staw hat|Pipe
337|🟢+4|Nerd Ape Dao #2|145.33894769293434|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/2|Green mint|Gold|Green jacket|ETH|Fastfood|Close
338|🟢+5|Nerd Ape Dao #1016|145.31946350502122|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1016|Pink|Pink|Sheriff|Heart|Blue headscarf|420
339|🟢+6|Nerd Ape Dao #587|145.24517310987068|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/587|Beige|Lav|Black suit|Sleepy|Rose headscarf|Candy
340|🟢+6|Nerd Ape Dao #1365|145.12675042310886|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1365|Pink|Red|Blue vest|ETH|Biker helmet|Cigar
341|🟢+7|Nerd Ape Dao #176|145.0999578062951|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/176|Red|Lav|Yellow shirt|Wide_eyes|Black top hat|Smile
342|🟢+7|Nerd Ape Dao #906|145.0893578681104|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/906|Beige|Zombie|Tech jacket|Oneeye|Cowboy hat|Close
343|🟢+1|Nerd Ape Dao #466|145.08354584552183|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/466|Yellow|Robot|Pink fur|X|Pink bucket|Cigar
344|🔴-7|Nerd Ape Dao #375|145.0786744478605|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/375|Green mint|Gray|Brown coat|Fasion|Blue headscarf|Cigarette
345|🔴-9|Nerd Ape Dao #843|145.06373142876993|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/843|Pink|Robot|Flower Hawaii|Cyberpunk|Gold hair|Gum
346|🔴-15|Nerd Ape Dao #1093|145.0591446564699|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1093|Yellow|White|Judo|Round Glasses|Pirate hat|Pipe
347|🔵|Nerd Ape Dao #1174|144.9097984715495|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1174|Beige|Tiger|Fastfood|Wide_eyes|Biker helmet|Open
348|🟢+5|Nerd Ape Dao #1182|144.8513900419634|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1182|Red|Zombie|Goldchain|Demon|Biker helmet|Mouchet
349|🟢+1|Nerd Ape Dao #1331|144.83896907276318|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1331|Light purple|Pink|Brown coat|Fasion|Red bob|Sneaky
350|🟢+5|Nerd Ape Dao #1162|144.68598137199962|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1162|Green mint|Pink|Red singlet|Shy|Fastfood|Grillz
351|🟢+5|Nerd Ape Dao #980|144.63527208809694|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/980|Blue|Pink|Green jacket|ETH|Rose headscarf|Grillz
352|🟢+7|Nerd Ape Dao #787|144.61483054160686|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/787|Beige|Cream|Pink hoodie|Shy|Rasta hat|Gold Grillz
353|🟢+5|Nerd Ape Dao #1252|144.59447999927187|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1252|Light purple|Tiger|Black suit|Oval|Black beanie|Gum
354|🔵|Nerd Ape Dao #341|144.55265084472734|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/341|Green mint|White|Black jacket|ETH|Red bob|Sneaky
355|🔴-3|Nerd Ape Dao #689|144.52252332335797|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/689|Red|Robot|Black vest|Gold|White bucket hat|Cigarette
356|🟢+4|Nerd Ape Dao #90|144.49910904670307|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/90|Light purple|Water|Brown vest|Oneeye|Propeller cap|Mouchet
357|🔵|Nerd Ape Dao #633|144.4687748487467|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/633|Yellow|Robot|Black suit|Sleepy|Red bob|Tongue_out
358|🔴-7|Nerd Ape Dao #1242|144.46871085549037|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1242|Beige|Robot|Flower Hawaii|Cyberpunk|Pink bucket|Pipe
359|🟢+2|Nerd Ape Dao #1239|144.44190847873736|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1239|Green mint|Tiger|Pink fur|Oval|Red bob|Tongue_out
360|🟢+2|Nerd Ape Dao #1041|144.23370947982337|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1041|Beige|Light brown|Blue vest|Red|Fastfood|Tongue_out
361|🟢+2|Nerd Ape Dao #442|144.18317282767367|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/442|Blue|Red|Rasta hawaii|Square|Rasta hat|Gum
362|🔴-34|Nerd Ape Dao #194|144.16331200853432|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/194|Red|Lav|Black tee|Angry|Blue headscarf|Cigarette
363|🟢+6|Nerd Ape Dao #567|144.12493421924412|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/567|Beige|Water|None|Demon|Red bob|Gold Grillz
364|🟢+4|Nerd Ape Dao #733|144.04613329671423|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/733|Pink|Black|Black sleeveless|ETH|Demon horns|Grillz
365|🟢+5|Nerd Ape Dao #700|144.041124573235|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/700|Yellow|Dark brown|Brown coat|Gold|Rose headscarf|Grin
366|🟢+1|Nerd Ape Dao #273|143.9676077638712|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/273|Pink|Robot|Yellow shirt|Close|Apple|420
367|🟢+5|Nerd Ape Dao #1096|143.96299079319493|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1096|Green mint|Pink|Judo|Heart|Demon horns|420
368|🟢+7|Nerd Ape Dao #1107|143.84449364306607|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1107|Light purple|Pink|Black vest|Oval|Rasta hat|Tongue_out
369|🟢+2|Nerd Ape Dao #1267|143.84444127478903|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1267|Beige|Gray|Black vest|Oneeye|Gold hair|Gold Grillz
370|🟢+6|Nerd Ape Dao #117|143.82454978026047|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/117|Blue|Cream|Flower Hawaii|Glasses|Fastfood|Cigar
371|🟢+2|Nerd Ape Dao #822|143.81576377400086|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/822|Light purple|Light brown|Overalls|X|Red bob|Pipe
372|🔴-33|Nerd Ape Dao #420|143.72334940970615|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/420|Blue|Robot|Pink fur|Angry|Pink beanie|Gold Grillz
373|🟢+6|Nerd Ape Dao #230|143.68296103087164|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/230|Pink|White|Brown jacket|Heart|Pink beanie|Tongue_out
374|🟢+6|Nerd Ape Dao #1366|143.64634001999593|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1366|Green mint|Red|White shirt ribbon|X|Black beanie|Candy
375|🔴-10|Nerd Ape Dao #992|143.5345302671042|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/992|Pink|Lav|White shirt ribbon|Eyepatch|Green beret|Tongue_out
376|🔴-10|Nerd Ape Dao #1265|143.48833767139809|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1265|Green mint|Tiger|Judo|Close|Green beanie|Open
377|🔵|Nerd Ape Dao #1220|143.4603812061936|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1220|Yellow|Water|Tech jacket|Fasion|Rose headscarf|Cigarette
378|🟢+3|Nerd Ape Dao #515|143.39382498730964|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/515|Light purple|Lav|Black sleeveless|White Round|Demon horns|420
379|🟢+3|Nerd Ape Dao #153|143.38992508279685|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/153|Yellow|Tiger|Black vest|Round Glasses|Pink bucket|Pipe
380|🟢+4|Nerd Ape Dao #881|143.33131662707515|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/881|Yellow|White|Pink hoodie|Glasses|Pink beanie|Gold Grillz
381|🟢+4|Nerd Ape Dao #818|143.33088354075795|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/818|Blue|Lav|Pink fur|Fasion|Rasta hat|Tongue_out
382|🟢+1|Nerd Ape Dao #35|143.23004961098036|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/35|Pink|Robot|Fastfood|Square|Pink bucket|Mouchet
383|🟢+8|Nerd Ape Dao #1072|143.1276185757054|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1072|Yellow|Tiger|Purple hoodie|Red|Gold hair|Cigar
384|🟢+3|Nerd Ape Dao #713|143.12663590161569|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/713|Pink|Gold|Pink hoodie|Wide_eyes|Rose headscarf|Open
385|🟢+7|Nerd Ape Dao #46|143.12418530399896|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/46|Green mint|Cream|Brown vest|Hearteye|Demon horns|Grin
386|🟢+7|Nerd Ape Dao #172|143.09817267109133|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/172|Pink|Cream|Tech jacket|Oval|Black beanie|Grillz
387|🟢+1|Nerd Ape Dao #458|143.06358168879828|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/458|Yellow|Gray|Blue vest|Gold|Black top hat|Cigar
388|🔴-2|Nerd Ape Dao #449|142.98976531414914|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/449|Red|Water|Brown vest|Oval|Newsboy cap|Candy
389|🟢+5|Nerd Ape Dao #494|142.98530017270642|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/494|Beige|Gold|Rasta hawaii|Demon|Gold hair|420
390|🟢+5|Nerd Ape Dao #1035|142.86752665243367|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar
391|🟢+6|Nerd Ape Dao #11|142.797882156369|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/11|Pink|Light brown|Pirate|ETH|Propeller cap|420
392|🟢+8|Nerd Ape Dao #519|142.73367683003528|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/519|Blue|Red|Purple hoodie|ETH|Propeller cap|Candy
393|🔴-29|Nerd Ape Dao #352|142.72100362907076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/352|Beige|Red|Stripedtee|Oval|Rose headscarf|Gum
394|🔴-16|Nerd Ape Dao #293|142.66671386033323|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/293|Red|Zombie|Fastfood|Eyepatch|Newsboy cap|Grin
395|🟢+3|Nerd Ape Dao #940|142.660012556546|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/940|Red|White|Pink fur|ETH|Pink bucket|Sneaky
396|🟢+7|Nerd Ape Dao #43|142.5059181246364|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/43|Yellow|Light brown|Pirate|Gold|Propeller cap|Smile
397|🟢+7|Nerd Ape Dao #1177|142.49480229022834|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1177|Red|Light brown|Pink fur|Gold|Cowboy hat|Gum
398|🟢+4|Nerd Ape Dao #207|142.4756619351402|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/207|Red|Robot|Fastfood|Round Glasses|Gold hair|Pipe
399|🟢+7|Nerd Ape Dao #512|142.4743258824483|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/512|Yellow|Dark brown|Yellow shirt|X|Pink bucket|Grin
400|🟢+1|Nerd Ape Dao #1012|142.4556559924537|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger
401|🟢+6|Nerd Ape Dao #646|142.4339141043327|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/646|Yellow|Red|Purple hoodie|Oval|Propeller cap|Gold Grillz
402|🟢+3|Nerd Ape Dao #903|142.42743053820985|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/903|Green mint|Light brown|Black suit|Shy|Pink bucket|420
403|🟢+5|Nerd Ape Dao #1106|142.3096674027496|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1106|Beige|Robot|Purple hoodie|White Round|Blue headscarf|Gold Grillz
404|🟢+7|Nerd Ape Dao #1099|142.28344898286892|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1099|Yellow|Black|Judo|Black Nerd|Pink bucket|Candy
405|🟢+10|Nerd Ape Dao #846|142.26305832547396|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/846|Green mint|Zombie|Dark blue suit|X|Black top hat|Close
406|🔴-32|Nerd Ape Dao #1175|142.21879364850955|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1175|Blue|Robot|White shirt ribbon|Angry|Fastfood|Close
407|🟢+2|Nerd Ape Dao #770|142.2032761386596|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/770|Light purple|Lav|Adventure|Red|Gold hair|Open
408|🟢+8|Nerd Ape Dao #286|142.16610751506968|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe
409|🔴-13|Nerd Ape Dao #1111|142.153990110006|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1111|Beige|Cream|Judo|Faded|Pirate hat|Close
410|🔵|Nerd Ape Dao #419|142.12440509119847|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/419|Yellow|Light brown|Goldchain|Glasses|Demon horns|Open
411|🟢+7|Nerd Ape Dao #1003|142.11475074352845|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1003|Blue|White|Tech jacket|Black Nerd|Pink bucket|Mouchet
412|🟢+8|Nerd Ape Dao #474|142.10078140821304|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/474|Yellow|White|Tech jacket|Square|Apple|Candy
413|🟢+6|Nerd Ape Dao #1092|142.0907971208842|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1092|Light purple|White|Black suit|ETH|Staw hat|Mouchet
414|🟢+10|Nerd Ape Dao #192|142.04497483947569|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/192|Pink|Red|Black leather|Close|Red bob|Close
415|🔴-16|Nerd Ape Dao #618|142.041584693649|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/618|Pink|Water|Yellow shirt|Fasion|Pirate hat|Cigar
416|🟢+11|Nerd Ape Dao #960|141.98327231702075|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/960|Yellow|Gold|White shirt ribbon|Demon|White bucket hat|Smile
417|🟢+4|Nerd Ape Dao #1023|141.8770641751882|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1023|Blue|Gray|Judo|Oneeye|Apple|Grin
418|🟢+13|Nerd Ape Dao #21|141.87408804957772|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/21|Pink|White|Sheriff|Gold|Adventure hat|420
419|🟢+4|Nerd Ape Dao #306|141.84745584474348|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/306|Beige|Gold|White shirt ribbon|Glasses|Blue cap|Close
420|🟢+13|Nerd Ape Dao #794|141.81204122917717|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/794|Red|Water|Pink fur|Square|Demon horns|Mouchet
421|🟢+9|Nerd Ape Dao #744|141.74491349009227|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/744|Pink|Dark brown|White singlet|Close|None|Sneaky
422|🔴-8|Nerd Ape Dao #607|141.7429642271802|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/607|Yellow|Cream|Tech jacket|Cyberpunk|Red bob|Sneaky
423|🟢+16|Nerd Ape Dao #1375|141.7025749850066|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1375|Red|White|None|Close|None|Close
424|🔴-11|Nerd Ape Dao #808|141.7010525674114|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/808|Yellow|Gray|Brown vest|Cyberpunk|Gold hair|Gum
425|🟢+13|Nerd Ape Dao #308|141.69109561786718|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile
426|🟢+3|Nerd Ape Dao #1019|141.6765937298986|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1019|Blue|Gray|Overalls|ETH|Gold hair|420
427|🟢+9|Nerd Ape Dao #677|141.61607694030408|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/677|Yellow|Light brown|Black hoodie|Close|Demon horns|Gold Grillz
428|🟢+4|Nerd Ape Dao #1311|141.59861096298107|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1311|Light purple|Gold|Black sleeveless|Hearteye|Rose headscarf|Open
429|🔴-1|Nerd Ape Dao #1258|141.54475794852416|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1258|Blue|Gold|Flower Hawaii|Cyberpunk|Cowboy hat|Smile
430|🟢+14|Nerd Ape Dao #48|141.54204586638664|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/48|Beige|Lav|Dark blue suit|Gold|Adventure hat|Mouchet
431|🟢+4|Nerd Ape Dao #994|141.54200528045718|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/994|Red|Zombie|Brown vest|Dizzy|Black top hat|Cigarette
432|🟢+9|Nerd Ape Dao #331|141.53901501104366|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/331|Yellow|Black|Brown coat|Square|Apple|Close
433|🟢+14|Nerd Ape Dao #1120|141.38935015515318|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1120|Red|Tiger|Red singlet|Round Glasses|Black beanie|Gum
434|🔴-17|Nerd Ape Dao #1048|141.38816499771556|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1048|Green mint|Tiger|White shirt ribbon|Oneeye|Pirate hat|Candy
435|🔴-13|Nerd Ape Dao #1236|141.38029720756438|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1236|Pink|Gold|Blue vest|Dizzy|Pirate hat|Mouchet
436|🟢+13|Nerd Ape Dao #1100|141.33198557049923|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1100|Red|Tiger|Flower Hawaii|Close|Adventure hat|420
437|🔴-12|Nerd Ape Dao #1240|141.32650399392372|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1240|Blue|Tiger|Tuxedo|Red|Pink beanie|Grillz
438|🟢+2|Nerd Ape Dao #49|141.24775210292967|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/49|Pink|Zombie|Black hoodie|White Round|Green beanie|Gold Grillz
439|🟢+3|Nerd Ape Dao #359|141.22461382823462|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/359|Yellow|Robot|Purple hoodie|Gold|Gold hair|Open
440|🟢+10|Nerd Ape Dao #170|141.1700944174574|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/170|Pink|Robot|Purple hoodie|X|Propeller cap|Close
441|🔴-51|Nerd Ape Dao #349|141.13133023018693|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/349|Red|Lav|Silverchain|Angry|Rasta hat|420
442|🟢+12|Nerd Ape Dao #542|141.06145091937697|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/542|Red|Light brown|Black vest|Close|Rose headscarf|Grillz
443|🟢+8|Nerd Ape Dao #516|141.0322152018626|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/516|Light purple|White|Sheriff|Oval|Fastfood|Burger
444|🟢+13|Nerd Ape Dao #810|141.0194183211304|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/810|Blue|Lav|Black jacket|Round Glasses|Black top hat|Candy
445|🔴-19|Nerd Ape Dao #1222|141.0003990580917|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1222|Yellow|Zombie|White fur|ETH|Fastfood|Pipe
446|🔴-57|Nerd Ape Dao #655|140.9519991783814|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/655|Light purple|Light brown|Pirate|Angry|Pirate hat|Smile
447|🟢+14|Nerd Ape Dao #137|140.9239358424495|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/137|Red|Tiger|Rasta hawaii|Close|Rasta hat|420
448|🔴-14|Nerd Ape Dao #26|140.8473485048644|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/26|Pink|Gray|Blue vest|3D|Pirate hat|Tongue_out
449|🔴-37|Nerd Ape Dao #1064|140.84592889547363|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1064|Beige|Zombie|Stripedtee|Wide_eyes|Propeller cap|Cigar
450|🟢+6|Nerd Ape Dao #849|140.80096813379572|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/849|Green mint|Red|Fastfood|Glasses|Blue cap|Cigar
451|🟢+14|Nerd Ape Dao #1161|140.7675149320945|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1161|Green mint|Dark brown|White singlet|Faded|None|420
452|🟢+6|Nerd Ape Dao #1291|140.67898397667605|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1291|Green mint|Black|Brown coat|Glasses|Black top hat|Burger
453|🟢+14|Nerd Ape Dao #950|140.67454231298356|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/950|Yellow|Red|Brown vest|Sleepy|Pink bucket|Smile
454|🟢+9|Nerd Ape Dao #1334|140.62612033356717|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1334|Green mint|Pink|Pink hoodie|Close|Apple|Sneaky
455|🟢+15|Nerd Ape Dao #1196|140.5589222363499|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196|Blue|Red|Overalls|Hearteye|Fastfood|420
456|🟢+10|Nerd Ape Dao #1080|140.55608026914106|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1080|Pink|Cream|Brown coat|Oneeye|Demon horns|Open
457|🟢+14|Nerd Ape Dao #160|140.48056971423964|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/160|Beige|Gold|Brown coat|Faded|Green beret|420
458|🟢+4|Nerd Ape Dao #935|140.45079835570482|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy
459|🟢+13|Nerd Ape Dao #509|140.45069115137747|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/509|Beige|Gold|Black leather|Black Nerd|Blue headscarf|Tongue_out
