rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
28|🔵|Nerd Ape Dao #366|244.13391401631486|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/366|Light green|Tiger|Black hoodie|Shy|Blue cap|Sneaky
29|🔵|Nerd Ape Dao #1249|244.04447784142337|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1249|Light green|Tiger|None|Oval|Red bob|Mouchet
30|🔵|Nerd Ape Dao #1153|242.71953724430932|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1153|Light green|Light brown|Pirate|Fasion|Staw hat|420
31|🔵|Nerd Ape Dao #619|242.45139147851287|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/619|Beige|Gray|White singlet|ETH|Brown camping hat|Smile
32|🟢+1|Nerd Ape Dao #1112|241.9299632259463|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1112|Red|Pink|Rasta hawaii|Oneeye|Brown camping hat|Smile
33|🔴-1|Nerd Ape Dao #209|241.32103920313864|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/209|Light green|Robot|Tuxedo|Demon|Green beanie|Smile
34|🔵|Nerd Ape Dao #283|238.98767133158876|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/283|Gray|Pink|Black hoodie|Black Nerd|Rose headscarf|Candy
35|🔵|Nerd Ape Dao #577|238.72791588511512|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/577|Green mint|Black|Adventure|Red|Brown camping hat|Tongue_out
36|🔵|Nerd Ape Dao #1134|238.24520929700105|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1134|Beige|Lav|Lab|Half Robot|Rasta hat|Burger
37|🔵|Nerd Ape Dao #431|237.43910590019013|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/431|Gray|Cream|White fur|Heart|Blue headscarf|Gum
38|🟢+1|Nerd Ape Dao #131|235.17531422673352|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/131|Blue|Gold|Pirate|Red Beam|Gold crown|Gold Grillz
39|🟢+1|Nerd Ape Dao #61|234.6301643796356|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/61|Blue|Dark brown|Red tee|Demon|Brown camping hat|Candy
40|🔴-2|Nerd Ape Dao #175|234.50137257614037|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/175|Blue|Light brown|White fur|Black Nerd|Brown camping hat|Smile
41|🔵|Nerd Ape Dao #725|233.9161434590757|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/725|Blue|Lav|Flower Hawaii|Half Robot|None|Mouchet
42|🔵|Nerd Ape Dao #383|233.26890387740525|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/383|Gray|Tiger|Dark blue suit|Glasses|Green beret|Grin
43|🔵|Nerd Ape Dao #508|230.66154511139425|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/508|Gray|Light brown|Stripedtee|Sleepy|Staw hat|Mouchet
44|🔵|Nerd Ape Dao #750|226.11486264638125|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/750|Pink|Black|Red tee|Cyberpunk|Brown camping hat|Open
45|🔵|Nerd Ape Dao #44|214.14387832496382|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/44|Red|Water|Stripedtee|Rainbow|Gold crown|Tongue_out
46|🔵|Nerd Ape Dao #1244|210.7171968781808|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1244|Pink|White|Black turtleneck|Rainbow|Pirate hat|Grillz
47|🔵|Nerd Ape Dao #757|206.41629768944253|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/757|Pink|Lav|Sheriff|Half Robot|Gold hair|Open
48|🔵|Nerd Ape Dao #342|205.7676653206065|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/342|Green mint|Lav|Black leather|Half Robot|Pirate hat|Grillz
49|🔵|Nerd Ape Dao #812|201.63772212995437|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/812|Blue|Red|Black turtleneck|Rainbow|Staw hat|Sneaky
50|🔵|Nerd Ape Dao #495|200.8964633774688|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/495|Green mint|Gold|Black turtleneck|Rainbow|Green beret|Candy
51|🔵|Nerd Ape Dao #1273|198.93561923201884|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1273|Beige|Zombie|Rasta hawaii|Red Beam|Propeller cap|Cigarette
52|🔵|Nerd Ape Dao #995|198.4576259454831|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/995|Green mint|Cream|Flower Hawaii|Red Beam|Rose headscarf|Sneaky
53|🔵|Nerd Ape Dao #257|196.70527657125774|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/257|Pink|Cream|Fastfood|Red Beam|Rasta hat|Grin
54|🔵|Nerd Ape Dao #182|196.11310487265544|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/182|Green mint|Tiger|Rasta hawaii|Red Beam|Apple|Cigarette
55|🔵|Nerd Ape Dao #1184|196.04165738003977|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1184|Yellow|White|Judo|Half Robot|Blue headscarf|Mouchet
56|🔵|Nerd Ape Dao #1062|195.7614258432862|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1062|Green mint|Black|Judo|Half Robot|Apple|420
57|🟢+1|Nerd Ape Dao #45|191.49032437067098|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/45|Red|Lav|Pink hoodie|Solar_beam|Staw hat|Grillz
58|🔴-1|Nerd Ape Dao #1333|191.255095462347|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1333|Green mint|Gray|Red singlet|Half Robot|Pink beanie|Candy
59|🔵|Nerd Ape Dao #5|191.23736945538343|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/5|Beige|Water|Black hoodie|Red Beam|White bucket hat|Sneaky
60|🔵|Nerd Ape Dao #993|190.84752268927866|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/993|Blue|Gold|Dark blue suit|Rainbow|Pink bucket|Gum
61|🟢+1|Nerd Ape Dao #1077|189.62575549059252|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1077|Pink|Cream|Tech jacket|Rainbow|Pink bucket|Close
62|🔴-1|Nerd Ape Dao #1129|189.59541379337648|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1129|Pink|Tiger|Brown vest|Rainbow|Pirate hat|Mouchet
63|🔵|Nerd Ape Dao #95|189.17525607761488|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/95|Green mint|Tiger|Red singlet|Red Beam|Green beret|Pipe
64|🔵|Nerd Ape Dao #715|188.95371600723027|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/715|Red|Light brown|Purple hoodie|Half Robot|Propeller cap|Grillz
65|🔵|Nerd Ape Dao #200|188.07103559510023|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/200|Light purple|Gold|Dark blue suit|Half Robot|Newsboy cap|Cigarette
66|🟢+2|Nerd Ape Dao #1241|187.81016329027273|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1241|Red|Dark brown|Goldchain|Red Beam|Pink beanie|Candy
67|🔴-1|Nerd Ape Dao #1090|187.77531480864812|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1090|Green mint|Red|Lab|Red|Newsboy cap|Grillz
68|🔴-1|Nerd Ape Dao #513|187.6518674364767|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/513|Red|Light brown|Purple hoodie|Red Beam|Biker helmet|Open
69|🔵|Nerd Ape Dao #1201|185.66113638303085|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1201|Blue|Red|White singlet|Red Beam|Pirate hat|Cigar
70|🔵|Nerd Ape Dao #78|185.29038958688295|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/78|Yellow|Zombie|Sheriff|Eyepatch|Gold crown|Gold Grillz
71|🔵|Nerd Ape Dao #493|185.23551566277982|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/493|Pink|Black|Fastfood|Rainbow|Biker helmet|Open
72|🟢+1|Nerd Ape Dao #1005|184.77813762074507|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1005|Light purple|Red|Sheriff|Solar_beam|Fastfood|420
73|🔴-1|Nerd Ape Dao #872|184.6244685884957|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/872|Beige|Lav|Lab|Hearteye|Green beanie|Open
74|🟢+1|Nerd Ape Dao #292|184.160930257723|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/292|Red|Water|Lab|X|Biker helmet|Burger
75|🟢+1|Nerd Ape Dao #259|184.05734044361662|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/259|Pink|Cream|Black vest|Half Robot|Staw hat|Cigarette
76|🟢+1|Nerd Ape Dao #763|183.80666648847804|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/763|Light purple|Cream|Black vest|Rainbow|Blue headscarf|Sneaky
77|🔴-3|Nerd Ape Dao #974|183.75393558854222|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/974|Green mint|Water|Brown jacket|Gold|Pirate hat|Gold Grillz
78|🟢+1|Nerd Ape Dao #1207|183.5499307851407|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1207|Blue|White|Black tee|Red Beam|Propeller cap|Gum
79|🔴-1|Nerd Ape Dao #1235|183.52384189728596|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1235|Beige|Gray|Red singlet|Solar_beam|Rasta hat|420
80|🔵|Nerd Ape Dao #711|183.07483529239818|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/711|Blue|White|Black vest|Red Beam|Adventure hat|Pipe
81|🔵|Nerd Ape Dao #1159|182.36437224839264|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1159|Blue|White|Pirate|Rainbow|Pink bucket|Close
82|🔵|Nerd Ape Dao #877|181.03082920411637|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/877|Light purple|Cream|Pink hoodie|Half Robot|Green beret|Burger
83|🔵|Nerd Ape Dao #305|180.74279263397045|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/305|Light purple|Gray|Red tee|Solar_beam|Red bob|Gold Grillz
84|🔵|Nerd Ape Dao #97|180.71764717139973|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/97|Beige|Zombie|Rasta hawaii|Solar_beam|Rasta hat|Sneaky
85|🔵|Nerd Ape Dao #1104|180.45745406318787|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1104|Red|Dark brown|Dark blue suit|Half Robot|Blue cap|Gold Grillz
86|🔵|Nerd Ape Dao #29|180.32988734013415|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/29|Red|Gray|Tech jacket|ETH|None|Pipe
87|🔵|Nerd Ape Dao #165|179.29686859272755|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/165|Pink|Pink|Black suit|Rainbow|Newsboy cap|Mouchet
88|🔵|Nerd Ape Dao #58|179.281756045331|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/58|Yellow|Dark brown|Dark blue suit|Rainbow|Red bob|Pipe
89|🔵|Nerd Ape Dao #424|179.24447447229787|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/424|Green mint|Zombie|Black sleeveless|Rainbow|Rasta hat|Grin
90|🔵|Nerd Ape Dao #557|178.754720360664|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/557|Blue|Water|Brown jacket|Red|Rasta hat|Candy
91|🟢+3|Nerd Ape Dao #760|177.1900000775033|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/760|Light purple|Red|Brown vest|Solar_beam|Black beanie|Cigar
92|🟢+1|Nerd Ape Dao #1200|177.05347396013684|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1200|Red|Zombie|Tech jacket|Eyepatch|None|Sneaky
93|🟢+2|Nerd Ape Dao #212|176.9943038461241|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/212|Yellow|Cream|Overalls|Red Beam|Adventure hat|420
94|🔴-2|Nerd Ape Dao #1015|176.9715738851019|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1015|Red|Tiger|Adventure|Half Robot|Pirate hat|Cigarette
95|🟢+3|Nerd Ape Dao #1339|176.6790238237138|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1339|Red|Pink|Brown coat|Solar_beam|Cowboy hat|Tongue_out
96|🔵|Nerd Ape Dao #537|176.56761994888106|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/537|Beige|Water|Pirate|Solar_beam|Black beanie|Cigarette
97|🔵|Nerd Ape Dao #132|176.514100102277|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/132|Blue|Pink|White shirt ribbon|Rainbow|Green beret|Burger
98|🔴-7|Nerd Ape Dao #853|176.47425011312163|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/853|Blue|Dark brown|Stripedtee|Half Robot|Adventure hat|Candy
99|🔵|Nerd Ape Dao #929|173.64590619620893|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/929|Green mint|Black|Brown coat|Solar_beam|Staw hat|Pipe
100|🔵|Nerd Ape Dao #656|173.61842669871186|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/656|Pink|Dark brown|Red tee|Red Beam|Adventure hat|Gum
101|🔵|Nerd Ape Dao #907|173.53452319042108|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/907|Light purple|Tiger|Flower Hawaii|White Round|Gold crown|Candy
102|🔵|Nerd Ape Dao #1014|173.36137335289803|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1014|Blue|Cream|Brown jacket|Square|Gold crown|Cigar
103|🔵|Nerd Ape Dao #467|173.1081604786766|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/467|Beige|Lav|Black turtleneck|Oval|Pink bucket|Open
104|🟢+1|Nerd Ape Dao #1343|172.91122312889738|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1343|Yellow|Pink|Adventure|Half Robot|White bucket hat|Grillz
105|🔴-1|Nerd Ape Dao #841|172.7990329135022|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/841|Light purple|Tiger|Sheriff|Shy|Gold crown|Cigarette
106|🔵|Nerd Ape Dao #166|172.76655769282817|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/166|Light purple|Gold|Lab|Dizzy|Biker helmet|Smile
107|🟢+1|Nerd Ape Dao #753|172.27393766450245|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/753|Red|Light brown|Black vest|Solar_beam|Green beret|Gold Grillz
108|🔴-1|Nerd Ape Dao #462|172.08323229066394|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/462|Yellow|White|Hawaii|Red Beam|Newsboy cap|Sneaky
109|🟢+1|Nerd Ape Dao #1011|170.97884629804793|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1011|Yellow|Cream|Flower Hawaii|Solar_beam|Green beret|Cigar
110|🔴-1|Nerd Ape Dao #1305|170.8448939169445|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1305|Green mint|Tiger|Blue vest|X|Gold crown|Cigarette
111|🔵|Nerd Ape Dao #919|170.7387534395657|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/919|Pink|White|Green jacket|Half Robot|Blue cap|Smile
112|🟢+1|Nerd Ape Dao #476|170.39808091198483|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/476|Yellow|Dark brown|Hawaii|Red Beam|White bucket hat|Cigar
113|🟢+1|Nerd Ape Dao #392|170.23488641813057|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/392|Yellow|Light brown|Purple hoodie|Solar_beam|Pink bucket|420
114|🟢+3|Nerd Ape Dao #1167|169.96419200696874|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1167|Pink|Gold|Black turtleneck|Red Cat|Blue headscarf|Close
115|🟢+1|Nerd Ape Dao #918|169.82455576377143|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/918|Green mint|Zombie|Brown jacket|X|Propeller cap|Burger
116|🟢+2|Nerd Ape Dao #438|169.8086960035623|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/438|Beige|Dark brown|Rasta hawaii|Rainbow|Staw hat|Smile
117|🔴-5|Nerd Ape Dao #664|169.50089728449532|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/664|Pink|White|Silverchain|Red Beam|Blue cap|Burger
118|🔴-3|Nerd Ape Dao #163|169.37794426228862|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/163|Pink|Robot|Lab|Eyepatch|Staw hat|420
119|🔵|Nerd Ape Dao #1353|168.70926828843886|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1353|Pink|Water|Silverchain|Solar_beam|Apple|Burger
120|🟢+1|Nerd Ape Dao #533|168.64262407120924|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/533|Blue|Water|Red singlet|3D|Gold crown|Candy
121|🟢+2|Nerd Ape Dao #520|168.58525966188793|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/520|Yellow|Pink|Goldchain|Solar_beam|Cowboy hat|Smile
122|🔵|Nerd Ape Dao #1230|168.41775227816518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1230|Light purple|Robot|Lab|Close|Pink beanie|Tongue_out
123|🟢+1|Nerd Ape Dao #1202|168.3582445006761|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1202|Red|White|Banana hawaii|Black Nerd|Rasta hat|Grillz
124|🔴-4|Nerd Ape Dao #1326|168.2447925478098|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1326|Beige|Lav|Banana hawaii|Fasion|Pirate hat|Smile
125|🔵|Nerd Ape Dao #401|167.59347429801352|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/401|Blue|Red|Banana hawaii|Eyepatch|Propeller cap|Close
126|🔵|Nerd Ape Dao #869|167.55033228287766|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/869|Beige|Tiger|Banana hawaii|Dizzy|Propeller cap|Gold Grillz
127|🔵|Nerd Ape Dao #632|167.3069227820662|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/632|Red|Cream|Red singlet|Solar_beam|White bucket hat|Close
128|🔵|Nerd Ape Dao #377|167.18095875519404|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/377|Light purple|Pink|None|Half Robot|Cowboy hat|Smile
129|🟢+1|Nerd Ape Dao #885|166.917729799671|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/885|Pink|Pink|Black turtleneck|Demon|Staw hat|Gold Grillz
130|🔴-1|Nerd Ape Dao #749|166.25405487288882|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/749|Yellow|Zombie|Tuxedo|Rainbow|White bucket hat|Smile
131|🔵|Nerd Ape Dao #362|165.98950704593625|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/362|Red|Gray|Brown jacket|Glasses|Rasta hat|Tongue_out
132|🔵|Nerd Ape Dao #157|165.89386369111358|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/157|Beige|Gold|Red tee|Red|Gold crown|Grin
133|🟢+1|Nerd Ape Dao #347|165.78968169562535|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/347|Blue|Gold|Brown jacket|Dizzy|Red bob|Pipe
