rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
299|🟢+4|Nerd Ape Dao #1257|147.2289886344047|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1257|Pink|Lav|Brown coat|Angry|Adventure hat|Mouchet
300|🔴-20|Nerd Ape Dao #548|147.22573725401432|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/548|Beige|Pink|Tech jacket|Square|Pink bucket|Close
301|🔴-20|Nerd Ape Dao #52|147.15303371665814|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/52|Light purple|Dark brown|Flower Hawaii|X|Staw hat|Cigar
302|🟢+6|Nerd Ape Dao #1316|147.10439574867462|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1316|Blue|Cream|Brown jacket|Angry|Black top hat|Sneaky
303|🔴-16|Nerd Ape Dao #1148|146.9834837137767|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1148|Green mint|Water|Tech jacket|Oval|Pink beanie|Cigar
304|🟢+10|Nerd Ape Dao #38|146.83362783875148|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/38|Pink|Zombie|Judo|Hearteye|Adventure hat|420
305|🟢+5|Nerd Ape Dao #708|146.81371117204495|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/708|Pink|Gray|Yellow shirt|Hearteye|Green beret|Gum
306|🟢+12|Nerd Ape Dao #554|146.62711168097843|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/554|Light purple|Black|Banana hawaii|Cyberpunk|Black beanie|Candy
307|🟢+8|Nerd Ape Dao #1198|146.53943038049817|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1198|Red|Pink|Fastfood|Angry|Propeller cap|Tongue_out
308|🟢+5|Nerd Ape Dao #1228|146.5287341714211|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1228|Yellow|Lav|Stripedtee|Eyepatch|Staw hat|Sneaky
309|🔴-43|Nerd Ape Dao #492|146.52178963203306|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/492|Blue|Robot|White fur|White Round|None|Sneaky
310|🔴-10|Nerd Ape Dao #81|146.50965407712582|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/81|Light purple|Lav|Black jacket|Square|Rasta hat|Smile
311|🟢+8|Nerd Ape Dao #1352|146.50835869198028|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1352|Pink|Zombie|Goldchain|Shy|Black beanie|Gold Grillz
312|🟢+16|Nerd Ape Dao #628|146.4932550135972|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/628|Blue|Gray|Yellow shirt|Round Glasses|Blue headscarf|Grin
313|🟢+4|Nerd Ape Dao #1176|146.45075796409697|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1176|Beige|Lav|White shirt ribbon|Fasion|Blue headscarf|Tongue_out
314|🟢+2|Nerd Ape Dao #517|146.41212362333565|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/517|Beige|Cream|White shirt ribbon|Red Cat|Red bob|Grillz
315|🟢+19|Nerd Ape Dao #375|146.41177106990224|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/375|Green mint|Gray|Brown coat|Fasion|Blue headscarf|Cigarette
316|🟢+13|Nerd Ape Dao #391|146.408571433486|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/391|Blue|White|Brown jacket|Dizzy|Gold hair|420
317|🟢+16|Nerd Ape Dao #443|146.40693643491218|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/443|Light purple|Dark brown|Fastfood|Angry|Black top hat|Gold Grillz
318|🟢+5|Nerd Ape Dao #1091|146.32361693393426|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1091|Light purple|Zombie|Blue vest|Hearteye|Staw hat|Pipe
319|🟢+3|Nerd Ape Dao #817|146.25337191172233|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/817|Red|Lav|Brown vest|Oneeye|Green beanie|Mouchet
320|🔴-11|Nerd Ape Dao #2|146.24320169025214|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/2|Green mint|Gold|Green jacket|ETH|Fastfood|Close
321|🟢+15|Nerd Ape Dao #1331|146.23669958971794|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1331|Light purple|Pink|Brown coat|Fasion|Red bob|Sneaky
322|🟢+9|Nerd Ape Dao #1256|146.18367594385552|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1256|Light purple|Cream|Banana hawaii|3D|Green beret|420
323|🟢+18|Nerd Ape Dao #1239|146.1334240999771|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1239|Green mint|Tiger|Pink fur|Oval|Red bob|Tongue_out
324|🔴-23|Nerd Ape Dao #461|146.12977881356764|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/461|Beige|Gold|Rasta hawaii|Red|Green beret|Close
325|🟢+5|Nerd Ape Dao #1208|146.07146004216267|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1208|Blue|White|Brown vest|Shy|Pink bucket|Gum
326|🟢+11|Nerd Ape Dao #1252|146.01227083801987|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1252|Light purple|Tiger|Black suit|Oval|Black beanie|Gum
327|🟢+15|Nerd Ape Dao #115|145.99493937308705|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/115|Light purple|Cream|White shirt ribbon|Red|Pink beanie|Open
328|🔴-23|Nerd Ape Dao #969|145.9915181332396|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/969|Pink|Gray|Blue vest|ETH|Propeller cap|Pipe
329|🔴-23|Nerd Ape Dao #893|145.965492693242|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/893|Yellow|Lav|Rasta hawaii|Eyepatch|Biker helmet|Open
330|🔴-9|Nerd Ape Dao #560|145.91783107689415|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/560|Green mint|Gray|Judo|3D|Rasta hat|Smile
331|🟢+4|Nerd Ape Dao #90|145.87819171093332|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/90|Light purple|Water|Brown vest|Oneeye|Propeller cap|Mouchet
332|🔴-37|Nerd Ape Dao #884|145.8659692361727|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/884|Red|Robot|Flower Hawaii|Faded|Demon horns|Mouchet
333|🟢+10|Nerd Ape Dao #386|145.83278171378385|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/386|Yellow|Pink|Yellow shirt|Eyepatch|Demon horns|Sneaky
334|🟡|Nerd Ape Dao #1397|145.79881582262536|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1397|Green mint|Zombie|None|Close|None|Close
335|🟢+15|Nerd Ape Dao #1041|145.78774143172575|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1041|Beige|Light brown|Blue vest|Red|Fastfood|Tongue_out
336|🟢+17|Nerd Ape Dao #466|145.67835515548282|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/466|Yellow|Robot|Pink fur|X|Pink bucket|Cigar
337|🔴-12|Nerd Ape Dao #1365|145.4697101831861|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1365|Pink|Red|Blue vest|ETH|Biker helmet|Cigar
338|🔴-14|Nerd Ape Dao #864|145.43829321154104|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/864|Green mint|Red|Brown coat|Sleepy|Gold hair|Grillz
339|🟢+12|Nerd Ape Dao #1182|145.40734236805983|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1182|Red|Zombie|Goldchain|Demon|Biker helmet|Mouchet
340|🔴-33|Nerd Ape Dao #42|145.3791141089807|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/42|Light purple|Light brown|Tech jacket|3D|Demon horns|Close
341|🟢+4|Nerd Ape Dao #176|145.28307713326174|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/176|Red|Lav|Yellow shirt|Wide_eyes|Black top hat|Smile
342|🔴-2|Nerd Ape Dao #335|145.2771816236448|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/335|Yellow|Light brown|Black turtleneck|Sleepy|White bucket hat|Close
343|🟢+15|Nerd Ape Dao #822|145.18420957238374|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/822|Light purple|Light brown|Overalls|X|Red bob|Pipe
344|🔴-6|Nerd Ape Dao #341|145.08355422927121|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/341|Green mint|White|Black jacket|ETH|Red bob|Sneaky
345|🟢+3|Nerd Ape Dao #787|144.998617811042|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/787|Beige|Cream|Pink hoodie|Shy|Rasta hat|Gold Grillz
346|🔴-42|Nerd Ape Dao #57|144.91046228412998|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/57|Green mint|Tiger|Adventure|Black Nerd|Gold crown|Burger
347|🔴-3|Nerd Ape Dao #1031|144.90928274655755|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1031|Red|Dark brown|Banana hawaii|Black Nerd|Green beret|Sneaky
348|🔴-28|Nerd Ape Dao #1016|144.89443241362073|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1016|Pink|Pink|Sheriff|Heart|Blue headscarf|420
349|🟢+11|Nerd Ape Dao #1162|144.85257571142319|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1162|Green mint|Pink|Red singlet|Shy|Fastfood|Grillz
350|🔴-24|Nerd Ape Dao #980|144.76797091268094|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/980|Blue|Pink|Green jacket|ETH|Rose headscarf|Grillz
351|🔴-4|Nerd Ape Dao #236|144.7150458800504|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/236|Blue|Gray|Brown vest|Gold|Adventure hat|Tongue_out
352|🔴-6|Nerd Ape Dao #1199|144.7121708401828|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1199|Red|Cream|Banana hawaii|Black Nerd|Green beret|Candy
353|🟢+10|Nerd Ape Dao #567|144.43299775834578|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/567|Beige|Water|None|Demon|Red bob|Gold Grillz
354|🟢+1|Nerd Ape Dao #273|144.42100339486007|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/273|Pink|Robot|Yellow shirt|Close|Apple|420
355|🟢+20|Nerd Ape Dao #420|144.2779424618474|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/420|Blue|Robot|Pink fur|Angry|Pink beanie|Gold Grillz
356|🟢+16|Nerd Ape Dao #449|144.2432299705896|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/449|Red|Water|Brown vest|Oval|Newsboy cap|Candy
357|🟢+7|Nerd Ape Dao #633|144.2212990093817|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/633|Yellow|Robot|Black suit|Sleepy|Red bob|Tongue_out
358|🟢+7|Nerd Ape Dao #648|144.16924512708883|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/648|Blue|Dark brown|Banana hawaii|Black Nerd|Blue cap|Mouchet
359|🔴-32|Nerd Ape Dao #843|144.14946124109574|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/843|Pink|Robot|Flower Hawaii|Cyberpunk|Gold hair|Gum
360|🔴-49|Nerd Ape Dao #532|144.14745453257785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/532|Yellow|Cream|Flower Hawaii|Faded|Rasta hat|Close
361|🔴-4|Nerd Ape Dao #194|144.12879939286518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/194|Red|Lav|Black tee|Angry|Blue headscarf|Cigarette
362|🟢+14|Nerd Ape Dao #46|144.12372577395584|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/46|Green mint|Cream|Brown vest|Hearteye|Demon horns|Grin
363|🟢+7|Nerd Ape Dao #713|144.12140922752087|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/713|Pink|Gold|Pink hoodie|Wide_eyes|Rose headscarf|Open
364|🟢+16|Nerd Ape Dao #1174|144.0739423061094|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1174|Beige|Tiger|Fastfood|Wide_eyes|Biker helmet|Open
365|🔴-16|Nerd Ape Dao #587|144.04449431493214|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/587|Beige|Lav|Black suit|Sleepy|Rose headscarf|Candy
366|🔴-34|Nerd Ape Dao #906|144.03875623365565|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/906|Beige|Zombie|Tech jacket|Oneeye|Cowboy hat|Close
367|🟢+16|Nerd Ape Dao #1072|144.0117264601815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1072|Yellow|Tiger|Purple hoodie|Red|Gold hair|Cigar
368|🟢+17|Nerd Ape Dao #881|143.89525862886356|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/881|Yellow|White|Pink hoodie|Glasses|Pink beanie|Gold Grillz
369|🟢+8|Nerd Ape Dao #1366|143.7908588150009|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1366|Green mint|Red|White shirt ribbon|X|Black beanie|Candy
370|🟢+4|Nerd Ape Dao #352|143.49537761060637|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/352|Beige|Red|Stripedtee|Oval|Rose headscarf|Gum
371|🟢+13|Nerd Ape Dao #846|143.4797419916077|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/846|Green mint|Zombie|Dark blue suit|X|Black top hat|Close
372|🟢+27|Nerd Ape Dao #1267|143.42313617386253|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1267|Beige|Gray|Black vest|Oneeye|Gold hair|Gold Grillz
373|🔴-2|Nerd Ape Dao #1012|143.36014301676914|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger
374|🟢+12|Nerd Ape Dao #1107|143.32925292016074|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1107|Light purple|Pink|Black vest|Oval|Rasta hat|Tongue_out
375|🔴-21|Nerd Ape Dao #117|143.3202199868237|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/117|Blue|Cream|Flower Hawaii|Glasses|Fastfood|Cigar
376|🔴-10|Nerd Ape Dao #700|143.29174782989585|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/700|Yellow|Dark brown|Brown coat|Gold|Rose headscarf|Grin
377|🟢+13|Nerd Ape Dao #770|143.28399050748448|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/770|Light purple|Lav|Adventure|Red|Gold hair|Open
378|🔴-66|Nerd Ape Dao #332|143.27536765973957|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/332|Red|Tiger|Tuxedo|Wide_eyes|None|Cigarette
379|🟢+23|Nerd Ape Dao #419|143.25824539303622|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/419|Yellow|Light brown|Goldchain|Glasses|Demon horns|Open
380|🟢+18|Nerd Ape Dao #1093|143.16116678829445|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1093|Yellow|White|Judo|Round Glasses|Pirate hat|Pipe
381|🟢+20|Nerd Ape Dao #286|143.14531807420434|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe
382|🟢+9|Nerd Ape Dao #1265|143.077601175772|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1265|Green mint|Tiger|Judo|Close|Green beanie|Open
383|🔴-2|Nerd Ape Dao #192|143.00556587142273|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/192|Pink|Red|Black leather|Close|Red bob|Close
384|🟢+25|Nerd Ape Dao #618|143.0005222077391|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/618|Pink|Water|Yellow shirt|Fasion|Pirate hat|Cigar
385|🔴-26|Nerd Ape Dao #733|142.94588283849006|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/733|Pink|Black|Black sleeveless|ETH|Demon horns|Grillz
386|🔴-8|Nerd Ape Dao #818|142.94525133777785|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/818|Blue|Lav|Pink fur|Fasion|Rasta hat|Tongue_out
387|🟢+20|Nerd Ape Dao #512|142.93724964440858|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/512|Yellow|Dark brown|Yellow shirt|X|Pink bucket|Grin
388|🟢+12|Nerd Ape Dao #308|142.92747882129325|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile
389|🟢+21|Nerd Ape Dao #1096|142.87587721423176|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1096|Green mint|Pink|Judo|Heart|Demon horns|420
390|🟢+14|Nerd Ape Dao #808|142.83607870682508|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/808|Yellow|Gray|Brown vest|Cyberpunk|Gold hair|Gum
391|🟢+15|Nerd Ape Dao #1367|142.80695443669381|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1367|Green mint|Light brown|Banana hawaii|Wide_eyes|Green beret|Grin
392|🟢+23|Nerd Ape Dao #903|142.8048513465347|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/903|Green mint|Light brown|Black suit|Shy|Pink bucket|420
393|🔴-5|Nerd Ape Dao #458|142.7933956312012|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/458|Yellow|Gray|Blue vest|Gold|Black top hat|Cigar
394|🔴-5|Nerd Ape Dao #1092|142.77066101513708|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1092|Light purple|White|Black suit|ETH|Staw hat|Mouchet
395|🟢+21|Nerd Ape Dao #794|142.76444732897838|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/794|Red|Water|Pink fur|Square|Demon horns|Mouchet
396|🟢+22|Nerd Ape Dao #1035|142.68190016113195|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar
397|🔴-15|Nerd Ape Dao #515|142.66246042725876|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/515|Light purple|Lav|Black sleeveless|White Round|Demon horns|420
398|🔴-59|Nerd Ape Dao #15|142.60388545283732|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/15|Red|Cream|White singlet|X|None|Smile
399|🔴-3|Nerd Ape Dao #331|142.53944823393445|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/331|Yellow|Black|Brown coat|Square|Apple|Close
400|🟢+13|Nerd Ape Dao #994|142.51581154550829|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/994|Red|Zombie|Brown vest|Dizzy|Black top hat|Cigarette
401|🟢+20|Nerd Ape Dao #1236|142.51326826893703|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1236|Pink|Gold|Blue vest|Dizzy|Pirate hat|Mouchet
402|🔴-40|Nerd Ape Dao #1220|142.49624771709935|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1220|Yellow|Water|Tech jacket|Fasion|Rose headscarf|Cigarette
403|🔴-36|Nerd Ape Dao #1242|142.48050465714596|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1242|Beige|Robot|Flower Hawaii|Cyberpunk|Pink bucket|Pipe
404|🔴-43|Nerd Ape Dao #172|142.46467494964241|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/172|Pink|Cream|Tech jacket|Oval|Black beanie|Grillz
405|🔴-12|Nerd Ape Dao #494|142.42085164592314|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/494|Beige|Gold|Rasta hawaii|Demon|Gold hair|420
406|🔴-11|Nerd Ape Dao #689|142.41092893590772|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/689|Red|Robot|Black vest|Gold|White bucket hat|Cigarette
407|🟢+23|Nerd Ape Dao #1106|142.31696268548313|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1106|Beige|Robot|Purple hoodie|White Round|Blue headscarf|Gold Grillz
408|🟢+11|Nerd Ape Dao #1291|142.30615922965185|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1291|Green mint|Black|Brown coat|Glasses|Black top hat|Burger
409|🟢+16|Nerd Ape Dao #960|142.30543258589825|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/960|Yellow|Gold|White shirt ribbon|Demon|White bucket hat|Smile
410|🟢+16|Nerd Ape Dao #935|142.26767985609013|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy
411|🟢+11|Nerd Ape Dao #1175|142.2165354299481|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1175|Blue|Robot|White shirt ribbon|Angry|Fastfood|Close
412|🔴-18|Nerd Ape Dao #1311|142.19660972905893|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1311|Light purple|Gold|Black sleeveless|Hearteye|Rose headscarf|Open
413|🔴-10|Nerd Ape Dao #1019|142.18237739134992|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1019|Blue|Gray|Overalls|ETH|Gold hair|420
414|🟢+14|Nerd Ape Dao #306|142.17635611698208|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/306|Beige|Gold|White shirt ribbon|Glasses|Blue cap|Close
415|🔴-36|Nerd Ape Dao #931|142.16658307302436|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/931|Red|Lav|Black vest|Sleepy|Apple|Sneaky
416|🔴-47|Nerd Ape Dao #442|142.15274428208576|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/442|Blue|Red|Rasta hawaii|Square|Rasta hat|Gum
417|🟢+14|Nerd Ape Dao #1196|141.99982712018175|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196|Blue|Red|Overalls|Hearteye|Fastfood|420
418|🟢+16|Nerd Ape Dao #49|141.85215242528196|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/49|Pink|Zombie|Black hoodie|White Round|Green beanie|Gold Grillz
419|🟢+23|Nerd Ape Dao #35|141.8130705994118|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/35|Pink|Robot|Fastfood|Square|Pink bucket|Mouchet
420|🔵|Nerd Ape Dao #646|141.78913892667248|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/646|Yellow|Red|Purple hoodie|Oval|Propeller cap|Gold Grillz
421|🔴-9|Nerd Ape Dao #1240|141.75435718884486|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1240|Blue|Tiger|Tuxedo|Red|Pink beanie|Grillz
422|🔴-70|Nerd Ape Dao #1018|141.70512734144518|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1018|Pink|Water|None|Dizzy|None|Sneaky
423|🟢+23|Nerd Ape Dao #988|141.65241047257905|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/988|Pink|Tiger|Brown vest|Round Glasses|Fastfood|Mouchet
424|🔴-32|Nerd Ape Dao #519|141.6456648784806|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/519|Blue|Red|Purple hoodie|ETH|Propeller cap|Candy
425|🔴-14|Nerd Ape Dao #940|141.64115659857714|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/940|Red|White|Pink fur|ETH|Pink bucket|Sneaky
426|🟢+17|Nerd Ape Dao #1080|141.58871036608815|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1080|Pink|Cream|Brown coat|Oneeye|Demon horns|Open
427|🟢+8|Nerd Ape Dao #509|141.57132519709307|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/509|Beige|Gold|Black leather|Black Nerd|Blue headscarf|Tongue_out
428|🔴-20|Nerd Ape Dao #11|141.52776586023347|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/11|Pink|Light brown|Pirate|ETH|Propeller cap|420
429|🟢+21|Nerd Ape Dao #26|141.52756283896076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/26|Pink|Gray|Blue vest|3D|Pirate hat|Tongue_out
