rank|📈|name|score|link|background|body|clothes|eyewear|head|mouth
321|🔴-11|Nerd Ape Dao #560|145.94480668120607|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/560|Green mint|Gray|Judo|3D|Rasta hat|Smile
322|🟢+9|Nerd Ape Dao #817|145.94112970501325|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/817|Red|Lav|Brown vest|Oneeye|Green beanie|Mouchet
323|🟢+13|Nerd Ape Dao #1091|145.93674766879235|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1091|Light purple|Zombie|Blue vest|Hearteye|Staw hat|Pipe
324|🟢+2|Nerd Ape Dao #864|145.89566459774792|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/864|Green mint|Red|Brown coat|Sleepy|Gold hair|Grillz
325|🟢+15|Nerd Ape Dao #1365|145.82551675095536|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1365|Pink|Red|Blue vest|ETH|Biker helmet|Cigar
326|🟢+25|Nerd Ape Dao #980|145.82003298699658|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/980|Blue|Pink|Green jacket|ETH|Rose headscarf|Grillz
327|🟢+18|Nerd Ape Dao #843|145.8128895342994|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/843|Pink|Robot|Flower Hawaii|Cyberpunk|Gold hair|Gum
328|🟢+2|Nerd Ape Dao #628|145.7613798832192|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/628|Blue|Gray|Yellow shirt|Round Glasses|Blue headscarf|Grin
329|🔴-36|Nerd Ape Dao #391|145.75779483241138|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/391|Blue|White|Brown jacket|Dizzy|Gold hair|420
330|🔴-13|Nerd Ape Dao #1208|145.72857719314536|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1208|Blue|White|Brown vest|Shy|Pink bucket|Gum
331|🔴-55|Nerd Ape Dao #1256|145.71801030856906|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1256|Light purple|Cream|Banana hawaii|3D|Green beret|420
332|🟢+10|Nerd Ape Dao #906|145.7063430548157|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/906|Beige|Zombie|Tech jacket|Oneeye|Cowboy hat|Close
333|🔴-27|Nerd Ape Dao #443|145.64525202969023|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/443|Light purple|Dark brown|Fastfood|Angry|Black top hat|Gold Grillz
334|🟢+10|Nerd Ape Dao #375|145.61279892197396|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/375|Green mint|Gray|Brown coat|Fasion|Blue headscarf|Cigarette
335|🟢+21|Nerd Ape Dao #90|145.57143221325947|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/90|Light purple|Water|Brown vest|Oneeye|Propeller cap|Mouchet
336|🟢+13|Nerd Ape Dao #1331|145.5651799735884|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1331|Light purple|Pink|Brown coat|Fasion|Red bob|Sneaky
337|🟢+16|Nerd Ape Dao #1252|145.48507539048035|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1252|Light purple|Tiger|Black suit|Oval|Black beanie|Gum
338|🟢+16|Nerd Ape Dao #341|145.476323762123|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/341|Green mint|White|Black jacket|ETH|Red bob|Sneaky
339|🔴-32|Nerd Ape Dao #15|145.45253385291875|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/15|Red|Cream|White singlet|X|None|Smile
340|🔴-6|Nerd Ape Dao #335|145.36022094164926|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/335|Yellow|Light brown|Black turtleneck|Sleepy|White bucket hat|Close
341|🟢+18|Nerd Ape Dao #1239|145.33604023718388|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1239|Green mint|Tiger|Pink fur|Oval|Red bob|Tongue_out
342|🔴-20|Nerd Ape Dao #115|145.2857892904731|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/115|Light purple|Cream|White shirt ribbon|Red|Pink beanie|Open
343|🔴-11|Nerd Ape Dao #386|145.20041596880876|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/386|Yellow|Pink|Yellow shirt|Eyepatch|Demon horns|Sneaky
344|🔴-61|Nerd Ape Dao #1031|145.1800005680425|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1031|Red|Dark brown|Banana hawaii|Black Nerd|Green beret|Sneaky
345|🔴-4|Nerd Ape Dao #176|145.12607087138417|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/176|Red|Lav|Yellow shirt|Wide_eyes|Black top hat|Smile
346|🔴-57|Nerd Ape Dao #1199|145.04925796214286|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1199|Red|Cream|Banana hawaii|Black Nerd|Green beret|Candy
347|🔴-19|Nerd Ape Dao #236|144.98478259879573|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/236|Blue|Gray|Brown vest|Gold|Adventure hat|Tongue_out
348|🟢+4|Nerd Ape Dao #787|144.9685828245528|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/787|Beige|Cream|Pink hoodie|Shy|Rasta hat|Gold Grillz
349|🔴-10|Nerd Ape Dao #587|144.9657775414241|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/587|Beige|Lav|Black suit|Sleepy|Rose headscarf|Candy
350|🟢+10|Nerd Ape Dao #1041|144.95585702983288|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1041|Beige|Light brown|Blue vest|Red|Fastfood|Tongue_out
351|🔴-3|Nerd Ape Dao #1182|144.93594315321602|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1182|Red|Zombie|Goldchain|Demon|Biker helmet|Mouchet
352|🔴-32|Nerd Ape Dao #1018|144.90096399568316|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1018|Pink|Water|None|Dizzy|None|Sneaky
353|🔴-10|Nerd Ape Dao #466|144.8839439879416|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/466|Yellow|Robot|Pink fur|X|Pink bucket|Cigar
354|🟢+16|Nerd Ape Dao #117|144.87498262292564|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/117|Blue|Cream|Flower Hawaii|Glasses|Fastfood|Cigar
355|🟢+11|Nerd Ape Dao #273|144.81767084791286|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/273|Pink|Robot|Yellow shirt|Close|Apple|420
356|🔴-33|Nerd Ape Dao #1203|144.56490959416612|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1203|Light purple|Gray|None|Shy|None|Smile
357|🟢+5|Nerd Ape Dao #194|144.53272068588186|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/194|Red|Lav|Black tee|Angry|Blue headscarf|Cigarette
358|🟢+13|Nerd Ape Dao #822|144.51522908199578|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/822|Light purple|Light brown|Overalls|X|Red bob|Pipe
359|🟢+5|Nerd Ape Dao #733|144.50711231306195|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/733|Pink|Black|Black sleeveless|ETH|Demon horns|Grillz
360|🔴-10|Nerd Ape Dao #1162|144.44337485822925|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1162|Green mint|Pink|Red singlet|Shy|Fastfood|Grillz
361|🟢+25|Nerd Ape Dao #172|144.1776772466872|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/172|Pink|Cream|Tech jacket|Oval|Black beanie|Grillz
362|🟢+15|Nerd Ape Dao #1220|144.1583464696559|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1220|Yellow|Water|Tech jacket|Fasion|Rose headscarf|Cigarette
363|🔵|Nerd Ape Dao #567|144.09591568315443|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/567|Beige|Water|None|Demon|Red bob|Gold Grillz
364|🔴-7|Nerd Ape Dao #633|144.0952398783807|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/633|Yellow|Robot|Black suit|Sleepy|Red bob|Tongue_out
365|🔴-52|Nerd Ape Dao #648|144.0710309818155|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/648|Blue|Dark brown|Banana hawaii|Black Nerd|Blue cap|Mouchet
366|🔴-1|Nerd Ape Dao #700|144.0287507221313|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/700|Yellow|Dark brown|Brown coat|Gold|Rose headscarf|Grin
367|🔴-9|Nerd Ape Dao #1242|143.97156725417074|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1242|Beige|Robot|Flower Hawaii|Cyberpunk|Pink bucket|Pipe
368|🔴-33|Nerd Ape Dao #978|143.86261568922828|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/978|Beige|Dark brown|None|X|None|Pipe
369|🔴-8|Nerd Ape Dao #442|143.80634190356184|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/442|Blue|Red|Rasta hawaii|Square|Rasta hat|Gum
370|🟢+14|Nerd Ape Dao #713|143.7870094580039|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/713|Pink|Gold|Pink hoodie|Wide_eyes|Rose headscarf|Open
371|🟢+29|Nerd Ape Dao #1012|143.69260814289467|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1012|Beige|Tiger|Black sleeveless|Hearteye|Blue headscarf|Burger
372|🟢+16|Nerd Ape Dao #449|143.66784824334198|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/449|Red|Water|Brown vest|Oval|Newsboy cap|Candy
373|🔴-55|Nerd Ape Dao #767|143.6579871599818|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/767|Red|Cream|None|Gold|None|Mouchet
374|🟢+19|Nerd Ape Dao #352|143.6450178391304|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/352|Beige|Red|Stripedtee|Oval|Rose headscarf|Gum
375|🔴-3|Nerd Ape Dao #420|143.5587082019501|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/420|Blue|Robot|Pink fur|Angry|Pink beanie|Gold Grillz
376|🟢+9|Nerd Ape Dao #46|143.46172613781613|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/46|Green mint|Cream|Brown vest|Hearteye|Demon horns|Grin
377|🔴-3|Nerd Ape Dao #1366|143.39470622965246|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1366|Green mint|Red|White shirt ribbon|X|Black beanie|Candy
378|🟢+3|Nerd Ape Dao #818|143.3596489464288|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/818|Blue|Lav|Pink fur|Fasion|Rasta hat|Tongue_out
379|🔴-46|Nerd Ape Dao #931|143.2933121862767|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/931|Red|Lav|Black vest|Sleepy|Apple|Sneaky
380|🔴-33|Nerd Ape Dao #1174|143.2518370718377|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1174|Beige|Tiger|Fastfood|Wide_eyes|Biker helmet|Open
381|🟢+33|Nerd Ape Dao #192|143.24262292595628|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/192|Pink|Red|Black leather|Close|Red bob|Close
382|🔴-4|Nerd Ape Dao #515|143.24162748318273|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/515|Light purple|Lav|Black sleeveless|White Round|Demon horns|420
383|🔵|Nerd Ape Dao #1072|143.22682529946084|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1072|Yellow|Tiger|Purple hoodie|Red|Gold hair|Cigar
384|🟢+21|Nerd Ape Dao #846|143.2012366879972|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/846|Green mint|Zombie|Dark blue suit|X|Black top hat|Close
385|🔴-5|Nerd Ape Dao #881|143.1916373626458|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/881|Yellow|White|Pink hoodie|Glasses|Pink beanie|Gold Grillz
386|🔴-18|Nerd Ape Dao #1107|143.18482693507457|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1107|Light purple|Pink|Black vest|Oval|Rasta hat|Tongue_out
387|🟢+25|Nerd Ape Dao #474|143.13244106500775|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/474|Yellow|White|Tech jacket|Square|Apple|Candy
388|🔴-1|Nerd Ape Dao #458|143.00691157892163|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/458|Yellow|Gray|Blue vest|Gold|Black top hat|Cigar
389|🟢+24|Nerd Ape Dao #1092|142.97722857483987|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1092|Light purple|White|Black suit|ETH|Staw hat|Mouchet
390|🟢+17|Nerd Ape Dao #770|142.91899024670107|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/770|Light purple|Lav|Adventure|Red|Gold hair|Open
391|🔴-15|Nerd Ape Dao #1265|142.89034132318227|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1265|Green mint|Tiger|Judo|Close|Green beanie|Open
392|🔵|Nerd Ape Dao #519|142.79557684161844|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/519|Blue|Red|Purple hoodie|ETH|Propeller cap|Candy
393|🔴-4|Nerd Ape Dao #494|142.77960774005683|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/494|Beige|Gold|Rasta hawaii|Demon|Gold hair|420
394|🟢+34|Nerd Ape Dao #1311|142.77843499153468|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1311|Light purple|Gold|Black sleeveless|Hearteye|Rose headscarf|Open
395|🔴-40|Nerd Ape Dao #689|142.65947997083023|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/689|Red|Robot|Black vest|Gold|White bucket hat|Cigarette
396|🟢+36|Nerd Ape Dao #331|142.65016167490396|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/331|Yellow|Black|Brown coat|Square|Apple|Close
397|🟢+25|Nerd Ape Dao #607|142.64270120446588|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/607|Yellow|Cream|Tech jacket|Cyberpunk|Red bob|Sneaky
398|🔴-52|Nerd Ape Dao #1093|142.62119442634176|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1093|Yellow|White|Judo|Round Glasses|Pirate hat|Pipe
399|🔴-30|Nerd Ape Dao #1267|142.60474452665076|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1267|Beige|Gray|Black vest|Oneeye|Gold hair|Gold Grillz
400|🟢+25|Nerd Ape Dao #308|142.58707667214503|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/308|Yellow|Zombie|Hawaii|Hearteye|Red bob|Smile
401|🟢+7|Nerd Ape Dao #286|142.5244448228672|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/286|Green mint|Water|Overalls|Wide_eyes|Blue headscarf|Pipe
402|🟢+8|Nerd Ape Dao #419|142.47764369632205|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/419|Yellow|Light brown|Goldchain|Glasses|Demon horns|Open
403|🟢+23|Nerd Ape Dao #1019|142.41572148947392|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1019|Blue|Gray|Overalls|ETH|Gold hair|420
404|🟢+20|Nerd Ape Dao #808|142.36385609908623|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/808|Yellow|Gray|Brown vest|Cyberpunk|Gold hair|Gum
405|🟢+24|Nerd Ape Dao #1258|142.35694957595715|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1258|Blue|Gold|Flower Hawaii|Cyberpunk|Cowboy hat|Smile
406|🔴-79|Nerd Ape Dao #1367|142.27311325936827|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1367|Green mint|Light brown|Banana hawaii|Wide_eyes|Green beret|Grin
407|🔴-8|Nerd Ape Dao #512|142.23221279886923|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/512|Yellow|Dark brown|Yellow shirt|X|Pink bucket|Grin
408|🔴-17|Nerd Ape Dao #11|142.22183017333234|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/11|Pink|Light brown|Pirate|ETH|Propeller cap|420
409|🟢+6|Nerd Ape Dao #618|142.219920967264|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/618|Pink|Water|Yellow shirt|Fasion|Pirate hat|Cigar
410|🔴-43|Nerd Ape Dao #1096|142.09708135078665|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1096|Green mint|Pink|Judo|Heart|Demon horns|420
411|🔴-16|Nerd Ape Dao #940|142.08679760569987|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/940|Red|White|Pink fur|ETH|Pink bucket|Sneaky
412|🟢+25|Nerd Ape Dao #1240|142.07517051985508|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1240|Blue|Tiger|Tuxedo|Red|Pink beanie|Grillz
413|🟢+18|Nerd Ape Dao #994|142.0609117932753|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/994|Red|Zombie|Brown vest|Dizzy|Black top hat|Cigarette
414|🟢+29|Nerd Ape Dao #516|142.0421410011559|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/516|Light purple|White|Sheriff|Oval|Fastfood|Burger
415|🔴-13|Nerd Ape Dao #903|142.0264607662148|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/903|Green mint|Light brown|Black suit|Shy|Pink bucket|420
416|🟢+4|Nerd Ape Dao #794|142.01951599118541|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/794|Red|Water|Pink fur|Square|Demon horns|Mouchet
417|🟢+19|Nerd Ape Dao #1100|141.91036348375414|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1100|Red|Tiger|Flower Hawaii|Close|Adventure hat|420
418|🔴-28|Nerd Ape Dao #1035|141.86773810600425|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1035|Beige|Light brown|Judo|Red|Adventure hat|Cigar
419|🟢+33|Nerd Ape Dao #1291|141.81989384971976|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1291|Green mint|Black|Brown coat|Glasses|Black top hat|Burger
420|🔴-19|Nerd Ape Dao #646|141.75243771730487|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/646|Yellow|Red|Purple hoodie|Oval|Propeller cap|Gold Grillz
421|🟢+14|Nerd Ape Dao #1236|141.73544736477464|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1236|Pink|Gold|Blue vest|Dizzy|Pirate hat|Mouchet
422|🔴-16|Nerd Ape Dao #1175|141.72418729178756|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1175|Blue|Robot|White shirt ribbon|Angry|Fastfood|Close
423|🔴-12|Nerd Ape Dao #1003|141.71727836424947|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1003|Blue|White|Tech jacket|Black Nerd|Pink bucket|Mouchet
424|🟢+30|Nerd Ape Dao #1334|141.68067909580398|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1334|Green mint|Pink|Pink hoodie|Close|Apple|Sneaky
425|🔴-9|Nerd Ape Dao #960|141.67996707954302|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/960|Yellow|Gold|White shirt ribbon|Demon|White bucket hat|Smile
426|🟢+32|Nerd Ape Dao #935|141.67034219092073|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/935|Green mint|Gold|Black hoodie|Demon|Green beanie|Candy
427|🔴-30|Nerd Ape Dao #1177|141.63662250094515|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1177|Red|Light brown|Pink fur|Gold|Cowboy hat|Gum
428|🔴-9|Nerd Ape Dao #306|141.58020222075092|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/306|Beige|Gold|White shirt ribbon|Glasses|Blue cap|Close
429|🟢+16|Nerd Ape Dao #1222|141.56094874030828|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1222|Yellow|Zombie|White fur|ETH|Fastfood|Pipe
430|🔴-27|Nerd Ape Dao #1106|141.50488301252744|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1106|Beige|Robot|Purple hoodie|White Round|Blue headscarf|Gold Grillz
431|🟢+24|Nerd Ape Dao #1196|141.5034686351158|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1196|Blue|Red|Overalls|Hearteye|Fastfood|420
432|🟢+9|Nerd Ape Dao #349|141.4648308216553|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/349|Red|Lav|Silverchain|Angry|Rasta hat|420
433|🔴-15|Nerd Ape Dao #21|141.4276810628999|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/21|Pink|White|Sheriff|Gold|Adventure hat|420
434|🟢+4|Nerd Ape Dao #49|141.36671677321414|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/49|Pink|Zombie|Black hoodie|White Round|Green beanie|Gold Grillz
435|🟢+24|Nerd Ape Dao #509|141.3101668982984|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/509|Beige|Gold|Black leather|Black Nerd|Blue headscarf|Tongue_out
436|🔴-61|Nerd Ape Dao #992|141.26276300440884|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/992|Pink|Lav|White shirt ribbon|Eyepatch|Green beret|Tongue_out
437|🟢+12|Nerd Ape Dao #1064|141.22513556010014|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1064|Beige|Zombie|Stripedtee|Wide_eyes|Propeller cap|Cigar
438|🔴-11|Nerd Ape Dao #677|141.19024206984395|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/677|Yellow|Light brown|Black hoodie|Close|Demon horns|Gold Grillz
439|🟢+1|Nerd Ape Dao #170|141.09433657359187|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/170|Pink|Robot|Purple hoodie|X|Propeller cap|Close
440|🟢+4|Nerd Ape Dao #810|141.08551444505187|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/810|Blue|Lav|Black jacket|Round Glasses|Black top hat|Candy
441|🔴-45|Nerd Ape Dao #43|141.0841109030392|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/43|Yellow|Light brown|Pirate|Gold|Propeller cap|Smile
442|🔴-60|Nerd Ape Dao #35|141.03924511704412|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/35|Pink|Robot|Fastfood|Square|Pink bucket|Mouchet
443|🟢+13|Nerd Ape Dao #1080|140.94008173181356|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1080|Pink|Cream|Brown coat|Oneeye|Demon horns|Open
444|🔴-14|Nerd Ape Dao #48|140.8962469263707|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/48|Beige|Lav|Dark blue suit|Gold|Adventure hat|Mouchet
445|🔴-66|Nerd Ape Dao #153|140.88881093926906|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/153|Yellow|Tiger|Black vest|Round Glasses|Pink bucket|Pipe
446|🟢+14|Nerd Ape Dao #988|140.87950173843868|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/988|Pink|Tiger|Brown vest|Round Glasses|Fastfood|Mouchet
447|🔴-30|Nerd Ape Dao #1023|140.87433881534412|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/1023|Blue|Gray|Judo|Oneeye|Apple|Grin
448|🟢+28|Nerd Ape Dao #290|140.8188184458488|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/290|Beige|Tiger|Flower Hawaii|Cyberpunk|Gold hair|Sneaky
449|🔴-76|Nerd Ape Dao #230|140.8136943923395|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/230|Pink|White|Brown jacket|Heart|Pink beanie|Tongue_out
450|🔴-2|Nerd Ape Dao #26|140.75536650215912|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/26|Pink|Gray|Blue vest|3D|Pirate hat|Tongue_out
451|🟢+20|Nerd Ape Dao #639|140.73913002542133|https://quixotic.io/asset/0x824BB1f0438A38Ea424e19171eF6665A4bCCe3A5/639|Green mint|Light brown|White fur|Hearteye|Red bob|Cigarette
